CD_CLIENTE,CD_UNIDADE,CD_FAZENDA,CD_TALHAO,data_plantio,cultura,desc_operac,data_colheita,cultura_colheita,delta_tempo,semana_plantio,ciclo_max,ciclo_min,ciclo_valido,geohash_macro,geohash_regional,geohash_sub_regional,geohash_local,el_nino
24,1,1001,500,2020-11-01,soja,PLANTIO MECANIZADO - SOJA,2021-02-16,soja,107.0,44,150,70,True,6,6uge,6ugej,6ugejr,-1
51,1,8,24,2020-11-01,soja,PLANTIO DE SOJA,2021-03-16,soja,135.0,44,150,70,True,6,6vzk,6vzk0,6vzk0y,-1
51,1,10,4,2020-11-01,soja,PLANTIO DE SOJA,2021-03-30,soja,149.0,44,150,70,True,6,6vz7,6vz78,6vz78u,-1
51,1,8,14,2020-11-01,soja,PLANTIO DE SOJA,2021-03-22,soja,141.0,44,150,70,True,6,6vzk,6vzk0,6vzk0q,-1
52,1,90,1306,2020-11-01,soja,PLANTIO LINHA COM ADUBO SOJA,2021-02-20,soja,111.0,44,150,70,True,6,6v18,6v18q,6v18q9,-1
52,1,90,1305,2020-11-01,soja,PLANTIO LINHA COM ADUBO SOJA,2021-02-16,soja,107.0,44,150,70,True,6,6v18,6v18n,6v18nr,-1
24,1,2001,201,2020-11-01,soja,PLANTIO MECANIZADO - SOJA,2021-02-20,soja,111.0,44,150,70,True,6,6uge,6uge3,6uge3u,-1
10,101,2,27,2020-11-01,soja,PLANTIO SOJA,2021-02-13,soja,104.0,44,150,70,True,6,6trh,6trh8,6trh89,-1
51,1,8,13,2020-11-01,soja,PLANTIO DE SOJA,2021-03-24,soja,143.0,44,150,70,True,6,6vzk,6vzk0,6vzk0j,-1
52,1,82,704,2020-11-01,soja,PLANTIO LINHA COM ADUBO SOJA,2021-02-20,soja,111.0,44,150,70,True,6,6v1b,6v1b3,6v1b31,-1
42,1,1102,83,2020-11-01,soja,PLANTIO DE SOJA SEM ADUBO,2021-02-28,soja,119.0,44,150,70,True,6,6yxb,6yxb2,6yxb21,-1
51,1,10,7,2020-11-01,soja,PLANTIO DE SOJA,2021-03-27,soja,146.0,44,150,70,True,6,6vzk,6vzk1,6vzk1f,-1
51,1,8,15,2020-11-01,soja,PLANTIO DE SOJA,2021-03-21,,140.0,44,150,70,True,6,6vzk,6vzk2,6vzk2b,-1
52,1,77,3303,2020-11-01,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-04,soja,123.0,44,150,70,True,6,6v18,6v18m,6v18m3,-1
10,101,2,21,2020-11-01,soja,PLANTIO SOJA,2021-03-12,soja,131.0,44,150,70,True,6,6trh,6trh9,6trh97,-1
30,1,1,11,2020-11-01,soja,PLANTIO SOJA DISCO,2021-03-04,soja,123.0,44,150,70,True,6,6yrn,6yrnu,6yrnub,-1
179,1,1,13,2020-11-01,soja,PLANTIO SOJA,2021-03-03,soja,122.0,44,150,70,True,7,7n84,7n846,7n846x,-1
51,1,8,26,2020-11-01,soja,PLANTIO DE SOJA,2021-03-12,,131.0,44,150,70,True,6,6vzk,6vzk3,6vzk32,-1
4,1,1,11,2020-11-01,soja,PLANTIO DE SOJA COM BIOLOGICO,2021-02-25,soja,116.0,44,150,70,True,6,6tzu,6tzur,6tzurf,-1
4,1,1,11,2020-11-01,soja,PLANTIO DE SOJA SEM ADUBO,2021-02-25,soja,116.0,44,150,70,True,6,6tzu,6tzur,6tzurf,-1
4,1,1,118,2020-11-01,soja,PLANTIO DE SOJA SEM BIOLOGICO,2021-02-26,soja,117.0,44,150,70,True,6,6tzu,6tzur,6tzurm,-1
4,1,1,118,2020-11-01,soja,PLANTIO DE SOJA COM BIOLOGICO,2021-02-26,soja,117.0,44,150,70,True,6,6tzu,6tzur,6tzurm,-1
10,101,2,20,2020-11-01,soja,PLANTIO SOJA,2021-03-11,soja,130.0,44,150,70,True,6,6trh,6trh9,6trh93,-1
51,1,5,5,2020-11-01,soja,PLANTIO DE SOJA,2021-03-04,soja,123.0,44,150,70,True,6,6vzh,6vzhs,6vzhse,-1
52,1,77,3305,2020-11-01,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-08,soja,127.0,44,150,70,True,6,6v18,6v18m,6v18m7,-1
4,1,1,11,2020-11-01,soja,PLANTIO DE SOJA SEM BIOLOGICO,2021-02-25,soja,116.0,44,150,70,True,6,6tzu,6tzur,6tzurf,-1
10,101,2,15,2020-11-01,soja,PLANTIO SOJA,2021-02-19,soja,110.0,44,150,70,True,6,6trh,6trh2,6trh2v,-1
10,101,2,31,2020-11-01,soja,PLANTIO SOJA,2021-03-21,soja,140.0,44,150,70,True,6,6trh,6trh8,6trh8w,-1
51,1,5,6,2020-11-01,soja,PLANTIO DE SOJA,2021-03-14,,133.0,44,150,70,True,6,6vzh,6vzhs,6vzhsv,-1
52,1,107,4525,2020-11-01,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-12,soja,131.0,44,150,70,True,6,6v19,6v19z,6v19zg,-1
51,1,5,10,2020-11-01,soja,PLANTIO DE SOJA,2021-03-04,soja,123.0,44,150,70,True,6,6vzh,6vzht,6vzhts,-1
51,1,8,16,2020-11-01,soja,PLANTIO DE SOJA,2021-03-07,soja,126.0,44,150,70,True,6,6vzk,6vzk3,6vzk31,-1
49,1,1,60,2020-11-01,soja,PLANTIO SOJA,2021-02-25,soja,116.0,44,150,70,True,6,6vfc,6vfcv,6vfcvz,-1
49,1,1,61,2020-11-01,soja,PLANTIO SOJA,2021-02-24,soja,115.0,44,150,70,True,6,6vfc,6vfcv,6vfcvx,-1
175,1,1,7,2020-11-01,soja,PLANTIO SOJA,2021-02-18,soja,109.0,44,150,70,True,6,6ym3,6ym3c,6ym3ce,-1
4,1,1,10,2020-11-01,soja,PLANTIO DE SOJA SEM BIOLOGICO,2021-02-26,soja,117.0,44,150,70,True,6,6tzu,6tzur,6tzurg,-1
10,101,2,36,2020-11-01,soja,PLANTIO SOJA,2021-02-20,soja,111.0,44,150,70,True,6,6trh,6trh8,6trh8p,-1
30,1,1,8,2020-11-01,soja,PLANTIO SOJA DISCO,2021-02-25,soja,116.0,44,150,70,True,6,6yrn,6yrnv,6yrnvh,-1
184,1,1,17,2020-11-01,soja,PLANTIO SOJA,2021-02-20,soja,111.0,44,150,70,True,6,6yx9,6yx9w,6yx9w9,-1
24,1,2001,226,2020-11-01,soja,PLANTIO MECANIZADO - SOJA,2021-03-12,soja,131.0,44,150,70,True,6,6uge,6uge8,6uge88,-1
24,1,2001,225,2020-11-01,soja,PLANTIO MECANIZADO - SOJA,2021-03-12,soja,131.0,44,150,70,True,6,6uge,6uge8,6uge82,-1
52,1,4,18,2020-11-01,soja,PLANTIO LINHA COM ADUBO SOJA,2021-02-20,soja,111.0,44,150,70,True,6,6v18,6v18p,6v18pp,-1
24,1,1001,227,2020-11-01,soja,PLANTIO MECANIZADO - SOJA,2021-03-11,soja,130.0,44,150,70,True,6,6uge,6uge7,6uge78,-1
10,101,2,33,2020-11-01,soja,PLANTIO SOJA,2021-02-10,soja,101.0,44,150,70,True,6,6trh,6trhb,6trhb8,-1
4,1,1,12,2020-11-01,soja,PLANTIO DE SOJA SEM ADUBO,2021-02-19,soja,110.0,44,150,70,True,6,6tzu,6tzup,6tzupz,-1
30,1,1,9,2020-11-01,soja,PLANTIO SOJA DISCO,2021-02-27,soja,118.0,44,150,70,True,6,6yrn,6yrnu,6yrnuz,-1
51,1,8,18,2020-11-01,soja,PLANTIO DE SOJA,2021-03-08,soja,127.0,44,150,70,True,6,6vzk,6vzk3,6vzk3k,-1
24,1,2001,227,2020-11-01,soja,PLANTIO MECANIZADO - SOJA,2021-03-12,soja,131.0,44,150,70,True,6,6uge,6uge8,6uge84,-1
24,1,2001,228,2020-11-01,soja,PLANTIO MECANIZADO - SOJA,2021-03-12,soja,131.0,44,150,70,True,6,6uge,6uge8,6uge8e,-1
179,1,1,26,2020-11-01,soja,PLANTIO SOJA,2021-02-19,soja,110.0,44,150,70,True,7,7n84,7n841,7n841y,-1
4,1,1,10,2020-11-01,soja,PLANTIO DE SOJA COM BIOLOGICO,2021-02-26,soja,117.0,44,150,70,True,6,6tzu,6tzur,6tzurg,-1
24,1,1001,228,2020-11-01,soja,PLANTIO MECANIZADO - SOJA,2021-03-11,soja,130.0,44,150,70,True,6,6uge,6uge5,6uge5t,-1
4,1,1,22,2020-11-01,soja,PLANTIO DE SOJA SEM BIOLOGICO,2021-02-22,soja,113.0,44,150,70,True,6,6tzu,6tzuq,6tzuqc,-1
4,1,1,17,2020-11-01,soja,PLANTIO DE SOJA SEM ADUBO,2021-01-27,soja,87.0,44,150,70,True,6,6tzu,6tzur,6tzurh,-1
49,1,1,68,2020-11-01,soja,PLANTIO SOJA,2021-03-13,soja,132.0,44,150,70,True,6,6vff,6vffj,6vffj0,-1
24,1,1001,223,2020-11-01,soja,PLANTIO MECANIZADO - SOJA,2021-03-11,soja,130.0,44,150,70,True,6,6uge,6uge5,6uge5r,-1
27,1,1,15,2020-11-01,soja,PLANTIO DE SOJA SEM ADUBO,2021-03-28,soja,147.0,44,150,70,True,6,6vzt,6vzts,6vzts4,-1
15,1,1,1000,2020-11-01,soja,PLANTIO DE SOJA,2021-03-17,soja,136.0,44,150,70,True,6,6vx7,6vx76,6vx760,-1
10,101,2,39,2020-11-01,soja,PLANTIO SOJA,2021-03-02,soja,121.0,44,150,70,True,6,6tqu,6tquz,6tquze,-1
30,1,1,3,2020-11-01,soja,PLANTIO SOJA DISCO,2021-02-23,soja,114.0,44,150,70,True,6,6yrn,6yrnv,6yrnvm,-1
10,101,2,43,2020-11-01,soja,PLANTIO SOJA,2021-02-28,soja,119.0,44,150,70,True,6,6trh,6trhb,6trhb6,-1
27,1,1,15,2020-11-01,soja,PLANTIO DE SOJA COM ADUBO,2021-03-28,soja,147.0,44,150,70,True,6,6vzt,6vzts,6vzts4,-1
10,101,2,44,2020-11-01,soja,PLANTIO SOJA,2021-02-28,soja,119.0,44,150,70,True,6,6trh,6trhb,6trhbs,-1
49,1,1,65,2020-11-01,soja,PLANTIO SOJA,2021-03-06,soja,125.0,44,150,70,True,6,6vff,6vffj,6vffjd,-1
51,1,8,23,2020-11-01,soja,PLANTIO DE SOJA,2021-03-17,soja,136.0,44,150,70,True,6,6vzk,6vzk0,6vzk0s,-1
175,1,1,6,2020-11-01,soja,PLANTIO SOJA,2021-02-18,soja,109.0,44,150,70,True,6,6ym3,6ym3c,6ym3cg,-1
177,41,103,3,2020-11-01,soja,PLANTIO DE SOJA,2021-03-11,soja,130.0,44,150,70,True,6,6yrd,6yrdb,6yrdbe,-1
51,1,8,22,2020-11-01,soja,PLANTIO DE SOJA,2021-03-19,,138.0,44,150,70,True,6,6vzk,6vzk0,6vzk07,-1
10,101,2,38,2020-11-01,soja,PLANTIO SOJA,2021-03-02,soja,121.0,44,150,70,True,6,6trh,6trhb,6trhb4,-1
10,101,2,22,2020-11-02,soja,PLANTIO SOJA,2021-03-12,soja,130.0,45,150,70,True,6,6trh,6trh9,6trh94,-1
10,101,2,17,2020-11-02,soja,PLANTIO SOJA,2021-03-31,soja,149.0,45,150,70,True,6,6trh,6trh3,6trh3r,-1
24,1,1001,231,2020-11-02,soja,PLANTIO MECANIZADO - SOJA,2021-03-09,soja,127.0,45,150,70,True,6,6ugd,6ugdg,6ugdgr,-1
10,101,2,10,2020-11-02,soja,PLANTIO SOJA,2021-02-25,soja,115.0,45,150,70,True,6,6trh,6trh3,6trh36,-1
49,1,1,66,2020-11-02,soja,PLANTIO SOJA,2021-03-12,soja,130.0,45,150,70,True,6,6vff,6vffj,6vffj1,-1
179,1,1,14,2020-11-02,soja,PLANTIO SOJA,2021-03-06,soja,124.0,45,150,70,True,7,7n84,7n84d,7n84df,-1
179,1,1,2,2020-11-02,soja,PLANTIO SOJA,2021-02-23,soja,113.0,45,150,70,True,7,7n84,7n846,7n846m,-1
49,1,1,67,2020-11-02,soja,PLANTIO SOJA,2021-03-15,soja,133.0,45,150,70,True,6,6vfc,6vfcv,6vfcvp,-1
52,1,33,302,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-10,soja,128.0,45,150,70,True,6,6v18,6v18n,6v18n1,-1
179,1,1,24,2020-11-02,soja,PLANTIO SOJA,2021-03-03,soja,121.0,45,150,70,True,7,7n84,7n841,7n841g,-1
52,1,107,4527,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-13,soja,131.0,45,150,70,True,6,6v1c,6v1cb,6v1cbj,-1
49,1,1,63,2020-11-02,soja,PLANTIO SOJA,2021-03-03,soja,121.0,45,150,70,True,6,6vff,6vffj,6vffjc,-1
24,1,1001,232,2020-11-02,soja,PLANTIO MECANIZADO - SOJA,2021-02-21,soja,111.0,45,150,70,True,6,6uge,6uge5,6uge58,-1
52,1,106,4516,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-15,soja,133.0,45,150,70,True,6,6v19,6v19x,6v19x9,-1
52,1,107,4521,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-11,soja,129.0,45,150,70,True,6,6v1c,6v1cb,6v1cbk,-1
52,1,107,4526,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-12,soja,130.0,45,150,70,True,6,6v1c,6v1cb,6v1cb5,-1
127,1,1,50,2020-11-02,soja,PLANTIO SOJA,2021-03-07,soja,125.0,45,150,70,True,6,6vq8,6vq8w,6vq8wm,-1
51,1,8,8,2020-11-02,soja,PLANTIO DE SOJA,2021-03-05,soja,123.0,45,150,70,True,6,6vzk,6vzk2,6vzk2v,-1
52,1,107,4524,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-15,soja,133.0,45,150,70,True,6,6v19,6v19z,6v19ze,-1
52,1,107,4523,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-15,soja,133.0,45,150,70,True,6,6v19,6v19z,6v19zd,-1
52,1,107,4522,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-15,soja,133.0,45,150,70,True,6,6v19,6v19z,6v19zf,-1
179,1,1,11,2020-11-02,soja,PLANTIO SOJA,2021-03-01,soja,119.0,45,150,70,True,7,7n84,7n846,7n846s,-1
184,1,1,19,2020-11-02,soja,PLANTIO SOJA,2021-03-22,soja,140.0,45,150,70,True,6,6yx9,6yx9w,6yx9wt,-1
10,101,2,2,2020-11-02,soja,PLANTIO SOJA,2021-02-24,soja,114.0,45,150,70,True,6,6trh,6trh6,6trh6h,-1
51,1,8,7,2020-11-02,soja,PLANTIO DE SOJA,2021-03-06,soja,124.0,45,150,70,True,6,6vzk,6vzk2,6vzk2u,-1
52,1,107,4520,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-11,soja,129.0,45,150,70,True,6,6v1c,6v1cb,6v1cb0,-1
127,1,1,51,2020-11-02,soja,PLANTIO SOJA,2021-03-10,soja,128.0,45,150,70,True,6,6vq8,6vq8w,6vq8ww,-1
52,1,77,3302,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-05,soja,123.0,45,150,70,True,6,6v18,6v18j,6v18jr,-1
52,1,106,4517,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-15,soja,133.0,45,150,70,True,6,6v19,6v19x,6v19xf,-1
52,1,77,3304,2020-11-02,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-03,soja,121.0,45,150,70,True,6,6v18,6v18m,6v18m6,-1
52,1,84,712,2020-11-03,soja,PLANTIO LINHA COM ADUBO SOJA,2021-02-24,soja,113.0,45,150,70,True,6,6v1b,6v1b2,6v1b2t,-1
52,1,84,710,2020-11-03,soja,PLANTIO LINHA COM ADUBO SOJA,2021-02-24,soja,113.0,45,150,70,True,6,6v1b,6v1b2,6v1b2w,-1
52,1,84,709,2020-11-03,soja,PLANTIO LINHA COM ADUBO SOJA,2021-02-24,soja,113.0,45,150,70,True,6,6v1b,6v1b2,6v1b2t,-1
52,1,33,303,2020-11-03,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-11,soja,128.0,45,150,70,True,6,6v18,6v18n,6v18n3,-1
127,1,1,52,2020-11-03,soja,PLANTIO SOJA,2021-03-11,soja,128.0,45,150,70,True,6,6vq8,6vq8w,6vq8wv,-1
51,1,5,3,2020-11-03,soja,PLANTIO DE SOJA,2021-03-04,soja,121.0,45,150,70,True,6,6vzh,6vzhs,6vzhsj,-1
52,1,106,4518,2020-11-03,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-16,soja,133.0,45,150,70,True,6,6v19,6v19x,6v19xe,-1
4,1,1,16,2020-11-03,soja,PLANTIO DE SOJA COM BIOLOGICO,2021-01-27,soja,85.0,45,150,70,True,6,6tzu,6tzup,6tzupg,-1
36,1,1,83,2020-11-03,soja,PLANTIO SOJA,2021-03-11,soja,128.0,45,150,70,True,6,6v85,6v85c,6v85cu,-1
24,1,2001,209,2020-11-03,soja,PLANTIO MECANIZADO - SOJA,2021-02-20,soja,109.0,45,150,70,True,6,6uge,6uge0,6uge0r,-1
36,1,1,77,2020-11-03,soja,PLANTIO SOJA,2021-03-16,soja,133.0,45,150,70,True,6,6v85,6v85c,6v85cz,-1
4,1,1,1,2020-11-03,soja,PLANTIO DE SOJA COM BIOLOGICO,2021-01-23,soja,81.0,45,150,70,True,6,6tzu,6tzum,6tzumc,-1
36,1,1,81,2020-11-03,soja,PLANTIO SOJA,2021-03-11,soja,128.0,45,150,70,True,6,6v85,6v85f,6v85fh,-1
51,1,10,1,2020-11-03,soja,PLANTIO DE SOJA,2021-03-29,soja,146.0,45,150,70,True,6,6vzk,6vzk6,6vzk63,-1
36,1,1,75,2020-11-03,soja,PLANTIO SOJA,2021-03-12,soja,129.0,45,150,70,True,6,6v85,6v85f,6v85fr,-1
36,1,1,82,2020-11-03,soja,PLANTIO SOJA,2021-03-11,soja,128.0,45,150,70,True,6,6v85,6v85f,6v85f5,-1
49,1,1,64,2020-11-03,soja,PLANTIO SOJA,2021-03-05,soja,122.0,45,150,70,True,6,6vff,6vffj,6vffju,-1
36,1,1,84,2020-11-03,soja,PLANTIO SOJA,2021-03-05,soja,122.0,45,150,70,True,6,6v85,6v85c,6v85cq,-1
4,1,1,12,2020-11-03,soja,PLANTIO DE SOJA COM BIOLOGICO,2021-02-19,soja,108.0,45,150,70,True,6,6tzu,6tzup,6tzupz,-1
51,1,10,8,2020-11-03,soja,PLANTIO DE SOJA,2021-03-27,soja,144.0,45,150,70,True,6,6vzk,6vzk4,6vzk4h,-1
30,1,1,12,2020-11-03,soja,PLANTIO SOJA DISCO,2021-03-18,soja,135.0,45,150,70,True,6,6yrn,6yrnu,6yrnue,-1
42,1,1102,83,2020-11-03,soja,PLANTIO DE SOJA COM ADUBO,2021-02-28,soja,117.0,45,150,70,True,6,6yxb,6yxb2,6yxb21,-1
51,1,10,16,2020-11-03,soja,PLANTIO DE SOJA,2021-03-25,,142.0,45,150,70,True,6,6vzk,6vzk1,6vzk1t,-1
36,1,1,27,2020-11-03,soja,PLANTIO SOJA,2021-03-12,soja,129.0,45,150,70,True,6,6v85,6v85f,6v85fk,-1
52,1,106,4515,2020-11-03,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-16,soja,133.0,45,150,70,True,6,6v19,6v19r,6v19rx,-1
52,1,77,3301,2020-11-03,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-04,soja,121.0,45,150,70,True,6,6v18,6v18m,6v18m0,-1
24,1,2001,219,2020-11-03,soja,PLANTIO MECANIZADO - SOJA,2021-03-20,soja,137.0,45,150,70,True,6,6uge,6uge0,6uge0n,-1
52,1,106,4519,2020-11-03,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-16,soja,133.0,45,150,70,True,6,6v19,6v19x,6v19xm,-1
51,1,10,3,2020-11-04,soja,PLANTIO DE SOJA,2021-03-28,soja,144.0,45,150,70,True,6,6vz7,6vz78,6vz787,-1
49,1,1,8,2020-11-04,soja,PLANTIO SOJA,2021-03-06,soja,122.0,45,150,70,True,6,6vfd,6vfdx,6vfdxh,-1
179,1,1,1,2020-11-04,soja,PLANTIO SOJA,2021-03-26,soja,142.0,45,150,70,True,7,7n84,7n846,7n8464,-1
179,1,1,15,2020-11-04,soja,PLANTIO SOJA,2021-03-06,soja,122.0,45,150,70,True,7,7n84,7n847,7n8475,-1
175,1,1,4,2020-11-04,soja,PLANTIO SOJA,2021-02-22,soja,110.0,45,150,70,True,6,6ym3,6ym3c,6ym3cg,-1
179,1,1,3,2020-11-04,soja,PLANTIO SOJA,2021-02-23,soja,111.0,45,150,70,True,7,7n84,7n844,7n844q,-1
51,1,10,6,2020-11-04,soja,PLANTIO DE SOJA,2021-03-27,soja,143.0,45,150,70,True,6,6vz7,6vz7f,6vz7f3,-1
179,1,1,16,2020-11-04,soja,PLANTIO SOJA,2021-03-15,soja,131.0,45,150,70,True,7,7n84,7n847,7n847n,-1
52,1,108,4502,2020-11-04,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-11,soja,127.0,45,150,70,True,6,6v18,6v18n,6v18n7,-1
179,1,1,22,2020-11-04,soja,PLANTIO SOJA,2021-03-28,soja,144.0,45,150,70,True,7,7n84,7n844,7n8445,-1
52,1,104,4512,2020-11-04,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-17,soja,133.0,45,150,70,True,6,6v1c,6v1c2,6v1c27,-1
52,1,47,461,2020-11-04,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-08,soja,124.0,45,150,70,True,6,6v18,6v18p,6v18pk,-1
184,1,1,10,2020-11-04,soja,PLANTIO SOJA,2021-03-03,soja,119.0,45,150,70,True,6,6yx9,6yx9t,6yx9t8,-1
179,1,1,23,2020-11-04,soja,PLANTIO SOJA,2021-03-18,soja,134.0,45,150,70,True,7,7n81,7n81f,7n81fp,-1
52,1,104,4514,2020-11-04,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-17,soja,133.0,45,150,70,True,6,6v1c,6v1c2,6v1c2k,-1
51,1,10,5,2020-11-04,soja,PLANTIO DE SOJA,2021-03-30,soja,146.0,45,150,70,True,6,6vz7,6vz79,6vz79j,-1
179,1,1,17,2020-11-04,soja,PLANTIO SOJA,2021-03-14,soja,130.0,45,150,70,True,7,7n84,7n84e,7n84e1,-1
52,1,33,305,2020-11-04,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-11,soja,127.0,45,150,70,True,6,6ucx,6ucxy,6ucxyr,-1
179,1,1,25,2020-11-04,soja,PLANTIO SOJA,2021-03-06,soja,122.0,45,150,70,True,7,7n84,7n841,7n841b,-1
184,1,1,12,2020-11-04,soja,PLANTIO SOJA,2021-03-02,soja,118.0,45,150,70,True,6,6yx9,6yx9w,6yx9w0,-1
177,1,101,6,2020-11-04,soja,PLANTIO DE SOJA,2021-03-15,soja,131.0,45,150,70,True,6,6vz0,6vz0m,6vz0m8,-1
175,1,1,29,2020-11-04,soja,PLANTIO SOJA,2021-02-08,soja,96.0,45,150,70,True,6,6ym3,6ym33,6ym33z,-1
184,1,1,13,2020-11-04,soja,PLANTIO SOJA,2021-03-02,soja,118.0,45,150,70,True,6,6yx9,6yx9m,6yx9my,-1
177,1,101,4,2020-11-04,soja,PLANTIO DE SOJA,2021-03-25,soja,141.0,45,150,70,True,6,6vz0,6vz0j,6vz0jv,-1
177,1,101,5,2020-11-04,soja,PLANTIO DE SOJA,2021-03-23,soja,139.0,45,150,70,True,6,6vz0,6vz0j,6vz0jx,-1
52,1,17,90,2020-11-04,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-19,soja,135.0,45,150,70,True,6,6ucz,6uczb,6uczbn,-1
52,1,104,4513,2020-11-04,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-17,soja,133.0,45,150,70,True,6,6v1c,6v1c2,6v1c2k,-1
52,1,17,87,2020-11-04,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-15,soja,131.0,45,150,70,True,6,6v1b,6v1b0,6v1b01,-1
184,1,1,11,2020-11-04,soja,PLANTIO SOJA,2021-02-22,soja,110.0,45,150,70,True,6,6yx9,6yx9t,6yx9tc,-1
52,1,17,88,2020-11-04,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-15,soja,131.0,45,150,70,True,6,6v1b,6v1b0,6v1b02,-1
15,1,1,1,2020-11-04,soja,PLANTIO DE SOJA,2021-03-27,soja,143.0,45,150,70,True,6,6vx6,6vx69,6vx69k,-1
30,1,1,4,2020-11-04,soja,PLANTIO SOJA DISCO,2021-03-01,soja,117.0,45,150,70,True,6,6yrp,6yrpj,6yrpj2,-1
27,1,1,3,2020-11-04,soja,PLANTIO DE SOJA SEM ADUBO,2021-03-24,soja,140.0,45,150,70,True,6,6vzt,6vztv,6vztv8,-1
27,1,1,30,2020-11-04,soja,PLANTIO DE SOJA COM ADUBO,2021-03-17,soja,133.0,45,150,70,True,6,6vzt,6vzth,6vzthz,-1
15,1,1,3,2020-11-04,soja,PLANTIO DE SOJA,2021-03-27,soja,143.0,45,150,70,True,6,6vx6,6vx6v,6vx6vp,-1
27,1,1,36,2020-11-04,soja,PLANTIO DE SOJA COM ADUBO,2021-03-18,soja,134.0,45,150,70,True,6,6vzt,6vztj,6vztjj,-1
27,1,1,7,2020-11-04,soja,PLANTIO DE SOJA SEM ADUBO,2021-03-26,soja,142.0,45,150,70,True,6,6vzt,6vzts,6vztsc,-1
27,1,1,54,2020-11-04,soja,PLANTIO DE SOJA COM ADUBO,2021-03-23,soja,139.0,45,150,70,True,6,6vzt,6vztn,6vztne,-1
27,1,1,6,2020-11-04,soja,PLANTIO DE SOJA SEM ADUBO,2021-03-26,soja,142.0,45,150,70,True,6,6vzt,6vztv,6vztvt,-1
27,1,1,53,2020-11-04,soja,PLANTIO DE SOJA SEM ADUBO,2021-03-23,soja,139.0,45,150,70,True,6,6vzt,6vztn,6vztnu,-1
15,1,1,2,2020-11-04,soja,PLANTIO DE SOJA,2021-03-28,soja,144.0,45,150,70,True,6,6vx7,6vx7h,6vx7hs,-1
27,1,1,40,2020-11-04,soja,PLANTIO DE SOJA COM ADUBO,2021-03-22,soja,138.0,45,150,70,True,6,6vzt,6vztg,6vztgn,-1
30,1,1,7,2020-11-04,soja,PLANTIO SOJA DISCO,2021-02-23,soja,111.0,45,150,70,True,6,6yrn,6yrnv,6yrnv1,-1
27,1,1,52,2020-11-04,soja,PLANTIO DE SOJA COM ADUBO,2021-03-23,soja,139.0,45,150,70,True,6,6vzw,6vzwj,6vzwj1,-1
27,1,1,1,2020-11-04,soja,PLANTIO DE SOJA SEM ADUBO,2021-03-24,soja,140.0,45,150,70,True,6,6vzt,6vztt,6vzttt,-1
27,1,1,53,2020-11-04,soja,PLANTIO DE SOJA COM ADUBO,2021-03-23,soja,139.0,45,150,70,True,6,6vzt,6vztn,6vztnu,-1
52,1,33,301,2020-11-05,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-29,soja,144.0,45,150,70,True,6,6v18,6v18n,6v18ng,-1
127,1,1,53,2020-11-05,soja,PLANTIO SOJA,2021-03-06,soja,121.0,45,150,70,True,6,6vq8,6vq8w,6vq8we,-1
49,1,1,51,2020-11-05,soja,PLANTIO SOJA,2021-03-08,soja,123.0,45,150,70,True,6,6vff,6vffj,6vffjw,-1
52,1,17,99,2020-11-05,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-20,soja,135.0,45,150,70,True,6,6ucz,6uczb,6uczbj,-1
52,1,17,98,2020-11-05,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-16,soja,131.0,45,150,70,True,6,6ucx,6ucxz,6ucxzy,-1
52,1,17,86,2020-11-05,soja,PLANTIO LINHA COM ADUBO SOJA,2021-03-15,soja,130.0,45,150,70,True,6,6v18,6v18p,6v18pc,-1
