CD_CLIENTE,CD_UNIDADE,CD_FAZENDA,CD_TALHAO,CD_ZONA,CULTURA,DATA_PLANTIO,DATA_COLHEITA,DELTA_TEMPO,geohash_macro,geohash_regional,geohash_sub_regional,geohash_local,el_nino
367,61,2,3,3,soja,20241113,20250318,125,6,6v9w,6v9w1,6v9w1w,0
360,101,3419374803,3439642203,4,soja,20251103,20260302,119,6,6v2k,6v2k7,6v2k7d,0
179,1,1,25,1,soja,20201104,20210306,122,7,7n84,7n841,7n841b,-1
52,1,79,3506,2,soja,20221015,20230304,140,6,6ucz,6uczd,6uczdx,-1
282,1,1,2,3,soja,20221112,20230327,135,6,6vn6,6vn6d,6vn6dt,-1
1019,461,68,144,1,soja,20231102,20240213,103,6,6v88,6v88s,6v88s0,1
52,1,93,1315,3,soja,20201128,20210402,125,6,6ucw,6ucwu,6ucwut,-1
1019,381,93,118,1,soja,20240103,20240415,103,6,6vxk,6vxkr,6vxkr3,1
359,1,1,20,1,soja,20221212,20230411,120,7,7n8j,7n8j5,7n8j5c,0
52,1,82,705,2,soja,20201021,20210221,123,6,6v1b,6v1b0,6v1b0z,-1
289,42,1,2,2,soja,20221104,20230326,142,6,6vz3,6vz35,6vz356,-1
360,61,572302,1614702,572802,soja,20231009,20240130,113,6,6ucq,6ucqk,6ucqk3,1
52,1,51,489,4,soja,20201117,20210410,144,6,6ucz,6ucz3,6ucz36,-1
1019,381,93,148,1,soja,20231012,20240207,118,6,6vxs,6vxs3,6vxs30,1
52,1,996,2902,4,soja,20201013,20210204,114,6,6ufp,6ufp3,6ufp30,-1
42,102,61,5,1,soja,20251118,20260409,142,6,6yrh,6yrh3,6yrh36,0
221,63,22,13,2,soja,20231129,20240330,122,6,6v45,6v45f,6v45fb,1
1019,542,4,222,2,soja,20251103,20260303,120,6,6yrj,6yrjg,6yrjgd,0
392,61,20,18,1,soja,20250926,20260212,139,6,6gsk,6gskj,6gskjs,0
436,41,2,76,1,soja,20241105,20250310,125,6,6vze,6vzeb,6vzeb1,0
221,41,25,29,25,soja,20231013,20240207,117,6,6u07,6u07u,6u07u8,1
221,41,25,29,25,soja,20231013,20240207,117,6,6u07,6u07u,6u07u8,1
350,1,35,2,403,soja,20231115,20240328,134,6,6vxq,6vxq2,6vxq2d,1
444,1,1,11,22,soja,20241221,20250424,124,6,6f4x,6f4xk,6f4xkr,0
398,1,1,1,4,soja,20231201,20240410,131,6,6vs0,6vs05,6vs05b,1
52,1,13,60,3,soja,20211022,20220301,130,6,6ucx,6ucxr,6ucxr1,-1
52,1,125,4657,1,soja,20221116,20230310,114,6,6v1f,6v1fn,6v1fn7,-1
359,1,1,3,1,soja,20221111,20230401,141,7,7n8j,7n8jk,7n8jkf,-1
1019,281,17,41,1,soja,20231028,20240316,140,6,6vx2,6vx2x,6vx2xp,1
444,1,1,17,18,soja,20240109,20240514,126,6,6f4x,6f4xs,6f4xsp,1
52,1,17,99,2,soja,20201105,20210320,135,6,6ucz,6uczb,6uczbj,-1
1019,321,46,205,1,soja,20231201,20240322,112,6,6vxm,6vxmr,6vxmrg,1
275,41,500,9,1000,soja,20231212,20240404,114,6,6v5p,6v5p4,6v5p42,1
1019,221,39,1161,1,soja,20241021,20250213,115,6,6tzv,6tzvq,6tzvqx,0
221,1,2,16,6,soja,20210915,20220120,127,6,6u02,6u02w,6u02wf,0
444,1,1,1,2,soja,20241125,20250426,152,6,6f4x,6f4xu,6f4xu4,0
10,101,2,24,2,soja,20201112,20210315,123,6,6trh,6trh9,6trh9j,-1
324,1,1,5,1,soja,20221120,20230317,117,6,6urt,6urt8,6urt85,-1
52,1,103,4560,1,soja,20211201,20220411,131,6,6v1c,6v1ce,6v1cev,-1
36,1,1,18,2,soja,20200928,20210123,117,6,6v85,6v85d,6v85du,0
52,1,57,611,2,soja,20201210,20210410,121,6,6ucz,6ucz9,6ucz9r,-1
221,1,3,31,16,soja,20231026,20240224,121,6,6u02,6u02y,6u02y0,1
278,1,18,5,10,soja,20221020,20230219,122,6,6y7s,6y7sr,6y7srs,-1
42,103,59,44,1,soja,20251202,20260422,141,6,6yrm,6yrmu,6yrmu7,0
42,103,59,44,1,soja,20251202,20260422,141,6,6yrm,6yrmu,6yrmu7,0
52,1,7,19,1,soja,20211019,20220202,106,6,6v18,6v18n,6v18nn,-1
1019,301,10,110,1,soja,20251021,20260303,133,6,6vx5,6vx5y,6vx5yy,0
36,1,1,7,1,soja,20201022,20210203,104,6,6v85,6v85f,6v85fc,-1
176,41,7,708,1,soja,20221114,20230324,130,6,6vdu,6vdud,6vdudw,-1
30,41,2,11,1,soja,20210105,20210602,148,6,6yx8,6yx8g,6yx8gk,-1
436,61,3,1,1,soja,20241101,20250221,112,6,6vzw,6vzwc,6vzwcr,0
1019,181,44,249,2,soja,20251106,20260315,129,6,6vfg,6vfgh,6vfgh7,0
221,63,23,22,3,soja,20231106,20240221,107,6,6v1g,6v1gx,6v1gxx,1
221,63,23,22,3,soja,20231106,20240221,107,6,6v1g,6v1gx,6v1gxx,1
27,1,1,41,5,soja,20201109,20210407,149,6,6vzt,6vztm,6vztmm,-1
221,63,23,26,3,soja,20251104,20260316,132,6,6v1g,6v1gx,6v1gxj,0
175,62,2,75,4,soja,20211211,20220310,89,6,6yk9,6yk9s,6yk9s0,-1
413,1,2,3,2,soja,20231009,20240210,124,6,6vbj,6vbju,6vbjud,1
400,1,2,12,1,soja,20241021,20250217,119,6,6tz9,6tz95,6tz95g,0
1019,241,2,219,3,soja,20231116,20240401,137,6,6vnu,6vnu6,6vnu65,1
52,1,106,4518,1,soja,20201103,20210316,133,6,6v19,6v19x,6v19xe,-1
52,1,100,4902,3,soja,20211109,20220301,112,6,6ucx,6ucxw,6ucxw4,-1
52,1,94,1412,3,soja,20211126,20220406,131,6,6ucw,6ucwv,6ucwvf,-1
444,1,1,4,13,soja,20240103,20240526,144,6,6f4x,6f4xu,6f4xuv,1
324,1,1,1,1,soja,20221118,20230320,122,6,6urt,6urt8,6urt8j,-1
1019,543,11,111,1,soja,20251121,20260317,116,6,6yk0,6yk0t,6yk0t3,0
1019,241,2,115,2,soja,20231103,20240309,127,6,6vjf,6vjfn,6vjfnk,1
1019,281,17,179,1,soja,20251204,20260404,121,6,6vx2,6vx2x,6vx2xr,0
487,1,1,8,1,soja,20251108,20260316,128,6,6vqr,6vqr4,6vqr4d,0
436,41,2,79,1,soja,20241104,20250310,126,6,6vz7,6vz7w,6vz7wg,0
436,81,4,92,3,soja,20251013,20260205,115,6,6yxf,6yxfw,6yxfwf,0
52,1,116,5710,3,soja,20201206,20210403,118,6,6ucx,6ucxs,6ucxs5,-1
1019,401,77,113,1,soja,20230927,20240104,99,6,6v82,6v82e,6v82ek,1
260,1,1,10,3,soja,20211203,20220401,119,6,6tt7,6tt7t,6tt7td,-1
230,1,1,19,6,soja,20211005,20220202,120,6,6v2q,6v2q2,6v2q27,-1
221,41,24,2,24,soja,20231129,20240311,103,6,6u07,6u07d,6u07dj,1
1019,241,2,119,2,soja,20231027,20240215,111,6,6vjf,6vjfj,6vjfjw,1
42,101,60,18,1,soja,20251216,20260424,129,6,6yxv,6yxvz,6yxvzp,0
127,1,4,142,4,soja,20251118,20260424,157,6,6vnz,6vnz2,6vnz2f,0
27,1,1,9,3,soja,20211111,20220323,132,6,6vzt,6vzts,6vztsz,-1
466,1,1,16,1,soja,20241122,20250306,104,6,6yxc,6yxcn,6yxcny,0
1019,141,8,52,1,soja,20231023,20240309,138,6,6yqw,6yqwt,6yqwtp,1
444,1,1,7,17,soja,20231229,20240517,140,6,6f4x,6f4xs,6f4xs7,1
221,1,11,106,12,soja,20231026,20240221,118,6,6u09,6u091,6u091k,1
52,1,22,227,3,soja,20211112,20220305,113,6,6ucx,6ucxx,6ucxxj,-1
278,1,18,2,1,soja,20221120,20230311,111,6,6y7s,6y7sr,6y7srv,-1
323,1,5130,1,1,soja,20221006,20230227,144,6,6udw,6udwh,6udwhq,-1
425,1,1,1,2,soja,20240106,20240502,117,7,7n81,7n818,7n818t,1
52,1,94,1415,3,soja,20211124,20220318,114,6,6ucw,6ucwv,6ucwvk,-1
1019,201,62,126,1,soja,20231004,20240120,108,6,6tx2,6tx2d,6tx2dc,1
1019,201,62,126,1,soja,20231004,20240120,108,6,6tx2,6tx2d,6tx2dc,1
35,7,5,7,1,soja,20211101,20220223,114,6,6tw1,6tw1c,6tw1cu,-1
444,1,1,10,13,soja,20240104,20240526,143,6,6f4x,6f4xe,6f4xeq,1
52,1,13,65,3,soja,20211027,20220305,129,6,6ucx,6ucxn,6ucxnv,-1
175,1,1,55,1,soja,20231117,20240315,119,6,6ym3,6ym3c,6ym3cg,1
127,1,1,17,1,soja,20201026,20210303,128,6,6vq8,6vq8w,6vq8w5,-1
30,101,5,101,1,soja,20231109,20240307,119,6,6yxj,6yxjb,6yxjb7,1
481,1,5,1,1,soja,20251106,20260317,131,6,6uf4,6uf48,6uf48w,0
279,1,1,4,1,soja,20221107,20230308,121,6,6vnk,6vnk9,6vnk9q,-1
30,121,6,141,1,soja,20241017,20250210,116,6,6ywv,6ywvn,6ywvn8,0
184,1,1,17,1,soja,20201214,20210323,99,6,6yx9,6yx9w,6yx9w9,-1
483,1,1,4,1,soja,20241005,20250202,120,6,6twq,6twq4,6twq4k,0
390,1,7,3,1,soja,20231118,20240226,100,6,6uvp,6uvp6,6uvp6y,1
179,1,2,8,6,soja,20251223,20260325,92,7,7n84,7n844,7n844v,0
279,1,1,4,4,soja,20221114,20230201,79,6,6vnk,6vnk9,6vnk9q,-1
52,1,107,4524,1,soja,20201102,20210315,133,6,6v19,6v19z,6v19ze,-1
52,1,17,93,2,soja,20201106,20210317,131,6,6v18,6v18p,6v18pb,-1
52,1,118,350,2,soja,20201106,20210401,146,6,6ucx,6ucxy,6ucxyx,-1
52,1,103,4561,1,soja,20211125,20220414,140,6,6v1c,6v1cu,6v1cu3,-1
1019,241,2,75,1,soja,20231005,20240201,119,6,6vn5,6vn5u,6vn5u8,1
466,1,1,17,1,soja,20241203,20250401,119,6,6yxb,6yxby,6yxbyu,0
1019,161,18,506,3,soja,20231024,20240323,151,6,6vz5,6vz5f,6vz5f2,1
1019,281,17,34,1,soja,20231202,20240410,130,6,6vx3,6vx3p,6vx3pb,1
350,1,35,4,113,soja,20221108,20230401,144,6,6vxn,6vxnx,6vxnxf,-1
444,1,1,13,12,soja,20241223,20250502,130,6,6f4x,6f4xk,6f4xkt,0
127,1,2,60,2,soja,20251111,20260405,145,6,6vqb,6vqb8,6vqb8k,0
52,1,107,4527,1,soja,20201102,20210313,131,6,6v1c,6v1cb,6v1cbj,-1
1022,1,5,50005,50005,soja,20221103,20230314,131,6,6vre,6vree,6vreej,-1
52,1,84,712,2,soja,20201103,20210303,120,6,6v1b,6v1b2,6v1b2t,-1
289,42,1,6,2,soja,20221123,20230323,120,6,6vz3,6vz35,6vz350,-1
52,1,5,1002,1,soja,20201010,20210127,109,6,6v1b,6v1b8,6v1b85,-1
51,1,5,2,1,soja,20200128,20200424,87,6,6vzh,6vzhe,6vzhef,0
30,61,3,331,1,soja,20211017,20220215,121,6,6yqz,6yqz0,6yqz0k,-1
379,61,4001,200,4,soja,20231204,20240420,138,6,6gk6,6gk6k,6gk6k2,1
444,1,1,6,35,soja,20240213,20240606,114,6,6f4x,6f4xe,6f4xef,1
52,1,4,6,1,soja,20201021,20210220,122,6,6v18,6v18r,6v18rf,-1
179,1,1,5,3,soja,20201202,20210305,93,7,7n84,7n846,7n846k,-1
350,1,39,3,407,soja,20251129,20260419,141,6,6vxm,6vxmg,6vxmgu,0
350,1,35,3,203,soja,20231103,20240317,135,6,6vxq,6vxq3,6vxq3h,1
1019,141,8,45,1,soja,20231113,20240307,115,6,6yqw,6yqwy,6yqwyd,1
232,1,2,8,6,soja,20211026,20220201,98,6,6vbj,6vbj5,6vbj5w,-1
1019,461,68,129,1,soja,20231107,20240201,86,6,6v88,6v885,6v885s,1
327,1,402,15,1,soja,20221016,20230214,121,6,6vrw,6vrw7,6vrw7y,-1
52,1,57,618,2,soja,20201212,20210410,119,6,6ucz,6ucz9,6ucz91,-1
52,1,17,90,3,soja,20221101,20230222,113,6,6ucz,6uczb,6uczbn,-1
460,62,5,17,1,soja,20251018,20260126,100,6,6vxz,6vxz6,6vxz6y,0
52,1,55,605,2,soja,20211104,20220307,123,6,6v1b,6v1b1,6v1b1b,-1
221,1,11,96,12,soja,20241014,20250301,138,6,6u09,6u094,6u0943,0
1019,461,68,143,1,soja,20231107,20240203,88,6,6v88,6v887,6v887y,1
392,61,20,32,1,soja,20250920,20260201,134,6,6gsm,6gsms,6gsms6,0
278,1,18,8,15,soja,20221208,20230412,125,6,6y7u,6y7u1,6y7u1t,0
221,41,24,4,24,soja,20231123,20240325,123,6,6u07,6u07d,6u07dp,1
27,1,1,301,2,soja,20231108,20240325,138,6,6vzt,6vztg,6vztg3,1
15,1,1,34,1,soja,20251205,20260411,127,6,6vx4,6vx4x,6vx4xm,0
52,1,13,71,3,soja,20211022,20220226,127,6,6ucx,6ucxr,6ucxr3,-1
39,1,100,1318,1,soja,20231226,20240428,124,6,6dxh,6dxht,6dxhtp,1
52,1,84,709,2,soja,20201103,20210302,119,6,6v1b,6v1b2,6v1b2t,-1
27,1,1,21,2,soja,20201120,20210412,143,6,6vzt,6vztr,6vztrj,-1
232,1,1,3,1,soja,20211005,20220115,102,6,6vbt,6vbtm,6vbtmd,-1
1019,181,44,112,2,soja,20241102,20250307,125,6,6vfg,6vfg1,6vfg1s,0
51,1,8,36,2,soja,20241015,20250206,114,6,6vzk,6vzk2,6vzk2g,0
52,1,15,423,2,soja,20201203,20210324,111,6,6ucz,6ucz8,6ucz8n,-1
1019,181,44,14,1,soja,20231024,20240216,115,6,6vfe,6vfew,6vfew8,1
52,1,14,410,3,soja,20201109,20210309,120,6,6ucx,6ucxr,6ucxr8,-1
392,41,21,11,2,soja,20241206,20250412,127,6,6ywk,6ywk2,6ywk25,0
350,1,39,3,401,soja,20251127,20260424,148,6,6vxm,6vxmg,6vxmgu,0
175,1,1,15,1,soja,20231116,20240318,123,6,6ym3,6ym33,6ym33z,1
275,41,501,6,1001,soja,20231111,20240419,160,6,6v5p,6v5p6,6v5p6q,1
42,42,18,267,1,soja,20231222,20240417,117,6,6yrs,6yrsq,6yrsqz,1
1019,543,11,1123,1,soja,20251125,20260322,117,6,6yk0,6yk0y,6yk0yp,0
315,1,1,11,12,soja,20221027,20230301,125,6,6vf8,6vf87,6vf87z,-1
175,1,1,8,1,soja,20201030,20210325,146,6,6ym3,6ym3c,6ym3cg,-1
52,1,102,5202,2,soja,20211202,20220413,132,6,6ucy,6ucyg,6ucygp,-1
42,81,21,26,1,soja,20251120,20260328,128,6,6yy1,6yy11,6yy116,0
239,1,1,22,1,soja,20211002,20220206,127,6,6y11,6y11z,6y11z5,-1
1019,543,11,204,1,soja,20251016,20260208,115,6,6yk1,6yk16,6yk16d,0
248,1,1,82,1,soja,20211022,20220301,130,6,6u0t,6u0td,6u0tdt,-1
255,63,6,110,60,soja,20241024,20250310,137,6,6gbt,6gbt1,6gbt1e,0
27,1,1,49,5,soja,20201108,20210407,150,6,6vzw,6vzw5,6vzw56,-1
1019,381,93,507,5,soja,20231005,20240119,106,6,6vxs,6vxsz,6vxsz8,1
439,1,2,21,2,soja,20241121,20250401,131,7,7h86,7h867,7h867g,0
52,1,13,76,3,soja,20211026,20220225,122,6,6ucx,6ucxp,6ucxpm,-1
444,1,1,1,18,soja,20231205,20240503,150,6,6f4x,6f4xu,6f4xu4,1
444,1,1,4,26,soja,20231201,20240421,142,6,6f4x,6f4xu,6f4xuv,1
30,41,2,20,1,soja,20201201,20210401,121,6,6yx8,6yx8e,6yx8en,-1
52,1,86,836,1,soja,20201127,20210322,115,6,6v1b,6v1bv,6v1bv2,-1
42,42,18,269,1,soja,20231105,20240321,137,6,6yrs,6yrsz,6yrszm,1
42,42,18,269,1,soja,20231105,20240321,137,6,6yrs,6yrsz,6yrszm,1
27,1,1,11,2,soja,20201128,20210317,109,6,6vzt,6vztu,6vztug,-1
239,1,1,44,4,soja,20211110,20220305,115,6,6y11,6y11q,6y11qg,-1
1019,542,4,213,2,soja,20251020,20260309,140,6,6yrj,6yrjf,6yrjfv,0
127,1,1,55,3,soja,20201028,20210304,127,6,6vq8,6vq8w,6vq8w6,-1
439,1,2,212,2,soja,20241120,20250328,128,7,7h86,7h867,7h867f,0
238,61,1,142,4,soja,20211202,20220329,117,6,6trt,6trt8,6trt8y,-1
221,63,23,27,3,soja,20251203,20260312,99,6,6v1g,6v1gx,6v1gxk,0
1019,401,77,110,1,soja,20231004,20240117,105,6,6v82,6v82d,6v82dg,1
52,1,114,5684,2,soja,20211112,20220413,152,6,6ucy,6ucyv,6ucyvu,-1
425,41,2,8,1,soja,20231023,20240214,114,6,6tmy,6tmyc,6tmycm,1
1019,381,93,222,2,soja,20231117,20240411,146,6,6vxk,6vxkw,6vxkw0,1
52,1,101,5107,3,soja,20201207,20210401,115,6,6ucx,6ucxh,6ucxht,-1
400,1,11,5,1,soja,20241003,20250118,107,6,6tz8,6tz84,6tz84f,0
52,1,78,3407,3,soja,20201212,20210420,129,6,6ucw,6ucws,6ucwsg,-1
52,1,54,603,2,soja,20211018,20220221,126,6,6v1b,6v1b1,6v1b13,-1
232,1,3,2,2,soja,20210924,20220206,135,6,6tzz,6tzzq,6tzzq0,0
1019,421,74,121,1,soja,20231026,20240228,125,6,6tqz,6tqzv,6tqzv8,1
1019,421,74,121,1,soja,20231026,20240228,125,6,6tqz,6tqzv,6tqzv8,1
255,41,2,82,1,soja,20221005,20230222,140,6,6gbt,6gbt1,6gbt17,-1
1019,141,8,70,1,soja,20231013,20240301,140,6,6yqz,6yqz2,6yqz21,1
1019,261,64,38,1,soja,20231205,20240320,106,6,6yrp,6yrpn,6yrpnr,1
240,1,1,31,1,soja,20221117,20230330,133,7,7nb3,7nb3w,7nb3w4,-1
350,41,36,13,528,soja,20251127,20260313,106,6,6vzd,6vzdv,6vzdvw,0
436,83,6,84,1,soja,20251022,20260304,133,6,6vzm,6vzm3,6vzm3g,0
327,1,402,17,1,soja,20221014,20230213,122,6,6vrw,6vrw7,6vrw77,-1
232,1,2,4,10,soja,20211108,20220219,103,6,6vbj,6vbjg,6vbjgb,-1
52,1,4,1006,1,soja,20201022,20210222,123,6,6v18,6v18r,6v18ru,-1
444,1,1,8,13,soja,20240103,20240528,146,6,6f4x,6f4xs,6f4xsm,1
52,1,8,81,3,soja,20201101,20210310,129,6,6v18,6v18n,6v18nk,-1
10,1,1,92,1,soja,20231023,20240301,130,6,6tqt,6tqtf,6tqtfe,1
52,1,62,634,4,soja,20201112,20210330,138,6,6ucz,6ucz6,6ucz6g,-1
1019,181,44,12,1,soja,20231024,20240216,115,6,6vfe,6vfeq,6vfeqx,1
52,1,102,5206,2,soja,20211201,20220413,133,6,6ucy,6ucyf,6ucyfq,-1
350,1,39,1,408,soja,20251124,20260418,145,6,6vxm,6vxmu,6vxmun,0
30,61,4,421,1,soja,20221019,20230209,113,6,6ywb,6ywb8,6ywb8m,-1
42,42,18,304,1,soja,20231207,20240403,118,6,6yrs,6yrsz,6yrszc,1
487,1,4,1,2,soja,20241202,20250301,89,6,6vqn,6vqne,6vqnex,0
10,1,1,119,1,soja,20231026,20240301,127,6,6tqt,6tqt9,6tqt9c,1
221,41,25,28,25,soja,20231120,20240320,121,6,6u07,6u07s,6u07sy,1
253,1,3,13,1,soja,20221203,20230326,113,6,6yrg,6yrgy,6yrgye,0
42,1,1102,194,1,soja,20231205,20240401,118,6,6yx8,6yx8s,6yx8sf,1
52,1,50,472,2,soja,20211201,20220409,129,6,6ucz,6ucz9,6ucz9d,-1
367,61,1,10,2,soja,20241012,20250203,114,6,6v8m,6v8m2,6v8m2g,0
313,41,1,10,3,soja,20241122,20250402,131,6,6udv,6udvt,6udvt6,0
436,41,2,74,1,soja,20241023,20250228,128,6,6vz7,6vz7t,6vz7t9,0
27,1,1,18,5,soja,20201119,20210401,133,6,6vzt,6vztw,6vztwy,-1
52,1,5,406,1,soja,20201029,20210222,116,6,6v1b,6v1b8,6v1b81,-1
39,1,15,15140,7,soja,20231101,20240409,160,6,6dxh,6dxh7,6dxh7h,1
1019,381,93,206,2,soja,20240103,20240419,107,6,6vxk,6vxkq,6vxkqk,1
468,1,1,15,2,soja,20241107,20250308,121,6,6ykw,6ykwe,6ykwez,0
221,1,7,64,20,soja,20231221,20240403,104,6,6u02,6u02z,6u02z9,1
52,1,107,4533,1,soja,20211209,20220406,118,6,6v1f,6v1f0,6v1f00,-1
51,1,8,35,2,soja,20241101,20250207,98,6,6vzk,6vzk2,6vzk2g,0
289,42,1,5,2,soja,20221101,20230313,132,6,6vz3,6vz35,6vz354,-1
436,41,2,75,1,soja,20241118,20250227,101,6,6vz7,6vz7t,6vz7tk,0
221,61,16,223,8,soja,20231209,20240421,134,6,6v0c,6v0cx,6v0cxn,1
221,61,16,223,8,soja,20231209,20240421,134,6,6v0c,6v0cx,6v0cxn,1
335,1,1,4,1,soja,20251101,20260226,117,6,6tyw,6tyww,6tyww1,0
36,1,1,5,3,soja,20201026,20210225,122,6,6v8h,6v8hh,6v8hh1,-1
278,1,18,1,17,soja,20241117,20250401,135,6,6y7u,6y7u3,6y7u3j,0
277,1,1,5,2,soja,20221114,20230328,134,6,6vz8,6vz86,6vz86u,-1
1019,261,64,42,1,soja,20231111,20240329,139,6,6yrp,6yrpn,6yrpnd,1
401,1,1,16,9,soja,20231030,20240304,126,6,6zmq,6zmq8,6zmq8r,1
52,1,13,77,3,soja,20211024,20220223,122,6,6ucx,6ucxp,6ucxpm,-1
52,1,33,303,1,soja,20211021,20220212,114,6,6v18,6v18n,6v18n3,-1
1019,141,8,4,1,soja,20231024,20240209,108,6,6yqx,6yqxn,6yqxnh,1
253,1,3,1,2,soja,20221120,20230309,109,6,6yrg,6yrgq,6yrgqp,-1
52,1,98,3706,4,soja,20201121,20210401,131,6,6ucw,6ucwz,6ucwzz,-1
52,1,13,70,3,soja,20211022,20220301,130,6,6ucx,6ucxr,6ucxr0,-1
1019,181,44,30,2,soja,20241107,20250213,98,6,6vfe,6vfer,6vfer6,0
315,1,1,5,6,soja,20221107,20230304,117,6,6vf9,6vf92,6vf92t,-1
267,1,1,63,7,soja,20221020,20230227,130,6,6tw4,6tw4x,6tw4xk,-1
52,1,97,1701,3,soja,20211104,20220315,131,6,6ucx,6ucxn,6ucxnq,-1
350,1,35,3,405,soja,20231117,20240406,141,6,6vxq,6vxq3,6vxq3h,1
360,1,871802,127,584594602,soja,20240927,20250203,129,6,6y24,6y246,6y246v,0
10,1,1,40,1,soja,20231114,20240307,114,6,6tqw,6tqw1,6tqw1f,1
1019,381,93,522,5,soja,20231110,20240314,125,6,6vxs,6vxsz,6vxszk,1
382,1,5,2,4,soja,20251028,20260217,112,6,6ug5,6ug5s,6ug5sq,0
52,1,86,855,1,soja,20251127,20260401,125,6,6v1b,6v1bv,6v1bv0,0
232,1,3,1,9,soja,20211019,20220203,107,6,6tzy,6tzyk,6tzykt,-1
402,1,2,2,1,soja,20231009,20240205,119,6,6twk,6twk9,6twk97,1
175,62,2,14,1,soja,20211018,20220212,117,6,6yk9,6yk9s,6yk9s1,-1
221,1,2,13,1,soja,20211014,20220213,122,6,6u02,6u02w,6u02w0,-1
1019,101,6,41,1,soja,20231030,20240122,84,6,6uf0,6uf0z,6uf0zj,1
1019,341,23,30,1,soja,20231207,20240325,109,6,6yrs,6yrsb,6yrsb3,1
267,1,1,6,8,soja,20220930,20230119,111,6,6tw4,6tw4r,6tw4r6,-1
42,81,21,11,1,soja,20251113,20260311,118,6,6yy1,6yy10,6yy10y,0
444,1,1,16,6,soja,20240106,20240601,147,6,6f4x,6f4xs,6f4xs2,1
1019,341,23,10,1,soja,20231227,20240416,111,6,6yrs,6yrs1,6yrs18,1
436,1,1,14,1,soja,20241116,20250205,81,6,6vzm,6vzmx,6vzmxg,0
1019,301,10,12,1,soja,20231118,20240412,146,6,6vx5,6vx5y,6vx5yw,1
466,1,1,18,1,soja,20241206,20250402,117,6,6yxc,6yxcn,6yxcnb,0
382,42,4,23,2,soja,20241031,20250304,124,6,6v5q,6v5q0,6v5q0s,0
52,1,62,639,4,soja,20201114,20210314,120,6,6ucz,6ucz6,6ucz64,-1
267,1,1,13,5,soja,20221003,20230127,116,6,6tw4,6tw4x,6tw4xg,-1
278,1,18,4,16,soja,20241024,20250203,102,6,6y7s,6y7sq,6y7sqz,0
10,161,5,70,3,soja,20231108,20240406,150,6,6tys,6tysb,6tysbk,1
15,41,2,57,3,soja,20221117,20230426,160,6,6vxy,6vxyj,6vxyj0,-1
52,1,78,3403,3,soja,20201214,20210412,119,6,6ucw,6ucws,6ucwsh,-1
27,1,1,45,5,soja,20201110,20210326,136,6,6vzt,6vztf,6vztfx,-1
52,1,10,33,3,soja,20201203,20210411,129,6,6ucx,6ucxv,6ucxv9,-1
209,1,6,133,6,soja,20221123,20230309,106,6,6uu4,6uu4s,6uu4sg,-1
253,1,1,11,8,soja,20221201,20230413,133,6,6yrf,6yrfq,6yrfqw,0
466,1,1,17,1,soja,20241203,20250401,119,6,6yxb,6yxby,6yxbyu,0
52,1,105,4506,1,soja,20201020,20210304,135,6,6v18,6v18w,6v18w7,-1
221,41,25,54,25,soja,20231028,20240302,126,6,6u07,6u07w,6u07wr,1
1019,281,17,168,1,soja,20251024,20260212,111,6,6vx2,6vx2w,6vx2wm,0
299,1,7,2,1,soja,20221027,20230222,118,6,6y22,6y22p,6y22p3,-1
175,1,1,87,3,soja,20211022,20220301,130,6,6ym3,6ym3d,6ym3dd,-1
327,1,402,12,1,soja,20221025,20230222,120,6,6vrw,6vrwk,6vrwkj,-1
179,1,1,16,1,soja,20201104,20210322,138,7,7n84,7n847,7n847n,-1
1019,261,64,210,1,soja,20241101,20250318,137,6,6yx0,6yx0m,6yx0mq,0
1019,261,64,210,1,soja,20241101,20250318,137,6,6yx0,6yx0m,6yx0mq,0
221,63,22,10,2,soja,20231227,20240409,104,6,6v1g,6v1gx,6v1gxf,1
278,1,18,4,3,soja,20231014,20240207,116,6,6y7s,6y7sq,6y7sqz,1
350,1,35,3,105,soja,20221118,20230330,132,6,6vxq,6vxq3,6vxq3h,-1
182,41,29,14,1,soja,20211117,20220301,104,6,6vzp,6vzp8,6vzp8h,-1
401,1,1,9,9,soja,20231128,20240312,105,6,6zmq,6zmq8,6zmq8n,1
1019,401,77,119,1,soja,20230916,20240121,127,6,6v82,6v826,6v8267,1
1019,181,44,209,2,soja,20241110,20250317,127,6,6vfu,6vfu4,6vfu4b,0
444,1,1,6,13,soja,20240104,20240526,143,6,6f4x,6f4xe,6f4xef,1
350,1,35,3,410,soja,20231216,20240416,122,6,6vxq,6vxq3,6vxq3h,1
52,1,101,5107,3,soja,20201207,20210401,115,6,6ucx,6ucxh,6ucxht,-1
52,1,86,826,1,soja,20201201,20210319,108,6,6v1b,6v1bu,6v1buc,-1
275,41,500,25,1000,soja,20241105,20250314,129,6,6v5p,6v5p4,6v5p4k,0
232,1,3,4,6,soja,20211023,20220214,114,6,6tzz,6tzzk,6tzzkf,-1
444,1,1,4,12,soja,20250102,20250503,121,6,6f4x,6f4xu,6f4xuv,0
52,1,4,1,2,soja,20201022,20210306,135,6,6v18,6v18n,6v18ny,-1
182,161,1,5,3,soja,20251104,20260303,119,6,6vxk,6vxk4,6vxk4r,0
278,1,18,9,3,soja,20231001,20240115,106,6,6y7v,6y7v2,6y7v2h,1
27,1,1,23,4,soja,20201125,20210416,142,6,6vzt,6vztx,6vztxr,-1
27,1,1,23,4,soja,20201125,20210416,142,6,6vzt,6vztx,6vztxr,-1
