CD_CLIENTE,CD_UNIDADE,CD_ZONA,CD_FAZENDA,CD_TALHAO,data_plantio,cultura,desc_operac,data_colheita,cultura_colheita,delta_tempo,semana_plantio,ciclo_max,ciclo_min,ciclo_valido,geohash_macro,geohash_regional,geohash_sub_regional,geohash_local
4,81,1,4,9,2023-01-30,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-24,algodao,175.0,5,200,130,True,6,6v8n,6v8n6,6v8n60
239,41,1,2,2,2023-01-30,milho,PLANTIO MILHO,2023-06-05,milho,126.0,5,160,80,True,6,6y02,6y02y,6y02yd
232,1,6,2,8,2023-01-30,milho,PLANTIO MILHO,2023-06-11,milho,132.0,5,160,80,True,6,6vbj,6vbj5,6vbj5w
10,101,1,3,19,2023-01-30,milho,PLANTIO MILHO,2023-06-19,milho,140.0,5,160,80,True,6,6trm,6trm2,6trm21
127,1,2,2,79,2023-01-30,milho,PLANTIO DE MILHO MACHO,2023-05-31,milho,121.0,5,160,80,True,6,6vqb,6vqb8,6vqb8u
27,1,2,1,11,2023-01-30,algodao,PLANTIO DE ALGODÃO SEM ADUBO,2023-06-20,algodao,141.0,5,200,130,True,6,6vzt,6vztu,6vztug
175,62,1,2,22,2023-01-30,milho,PLANTIO MILHO,2023-06-27,,148.0,5,160,80,True,6,6yk9,6yk9s,6yk9s0
232,1,3,3,4,2023-01-30,milho,PLANTIO MILHO,2023-06-03,milho,124.0,5,160,80,True,6,6tzz,6tzzk,6tzzkf
4,61,1,1,13,2023-01-30,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-08-01,algodao,183.0,5,200,130,True,6,6vbh,6vbh7,6vbh7s
127,1,1,1,51,2023-01-30,milho,PLANTIO MILHO,2023-06-23,,144.0,5,160,80,True,6,6vq8,6vq8w,6vq8ww
239,41,1,2,1,2023-01-30,milho,PLANTIO MILHO,2023-06-08,milho,129.0,5,160,80,True,6,6y02,6y02y,6y02yf
4,1,3,1,16,2023-01-31,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-17,algodao,167.0,5,200,130,True,6,6tzu,6tzup,6tzupg
239,1,1,1,16,2023-01-31,milho,PLANTIO MILHO,2023-07-05,milho,155.0,5,160,80,True,6,6y11,6y11y,6y11yr
15,41,3,2,7,2023-01-31,soja,PLANTIO DE SOJA,2023-05-05,soja,94.0,5,150,70,True,6,6vxv,6vxvs,6vxvsx
4,1,3,1,17,2023-01-31,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-17,algodao,167.0,5,200,130,True,6,6tzu,6tzur,6tzurh
353,41,1,1,24,2023-01-31,algodao,PLANTIO ALGODAO,2023-07-31,algodao,181.0,5,200,130,True,6,6tv0,6tv0x,6tv0x9
1022,1,17,5,17,2023-01-31,algodao,PLANTIO ALGODAO,2023-08-09,algodao,190.0,5,200,130,True,6,6vre,6vreg,6vreg7
151,1,1,1,12,2023-01-31,algodao,PLANTIO DE ALGODÃO,2023-06-28,algodao,148.0,5,200,130,True,6,6vb5,6vb5w,6vb5wh
353,41,1,1,20,2023-01-31,algodao,PLANTIO ALGODAO,2023-07-24,algodao,174.0,5,200,130,True,6,6tv0,6tv0r,6tv0r3
230,1,1,1,1,2023-01-31,milho,PLANTIO DE MILHO,2023-06-19,milho,139.0,5,160,80,True,6,6v2r,6v2r4,6v2r40
232,1,10,2,1,2023-01-31,milho,PLANTIO MILHO,2023-05-29,milho,118.0,5,160,80,True,6,6vbj,6vbju,6vbju0
232,1,3,2,1,2023-01-31,milho,PLANTIO MILHO,2023-05-26,milho,115.0,5,160,80,True,6,6vbj,6vbju,6vbju0
245,43,1,19592,107,2023-01-31,algodao,PLANTIO DE ALGODAO,2023-08-15,algodao,196.0,5,200,130,True,6,6v1p,6v1py,6v1pyj
232,1,6,2,1,2023-01-31,milho,PLANTIO MILHO,2023-06-14,milho,134.0,5,160,80,True,6,6vbj,6vbju,6vbju0
281,1,2,1,11,2023-01-31,milho,PLANTIO DE MILHO,2023-06-09,milho,129.0,5,160,80,True,6,6y38,6y386,6y386w
232,1,5,2,2,2023-01-31,milho,PLANTIO MILHO,2023-05-31,milho,120.0,5,160,80,True,6,6vbj,6vbju,6vbju3
232,1,3,2,2,2023-01-31,milho,PLANTIO MILHO,2023-06-12,milho,132.0,5,160,80,True,6,6vbj,6vbju,6vbju3
360,41,584572502,421147202,584595402,2023-01-31,milho,PLANTIO MILHO,2023-06-09,milho,129.0,5,160,80,True,6,6y5v,6y5v8,6y5v88
360,41,584572502,421147202,584595702,2023-01-31,milho,PLANTIO MILHO,2023-06-07,milho,127.0,5,160,80,True,6,6y5v,6y5v2,6y5v2x
360,41,584572502,421147202,584596102,2023-01-31,milho,PLANTIO MILHO,2023-06-12,milho,132.0,5,160,80,True,6,6y5v,6y5v8,6y5v8s
4,81,1,4,5,2023-01-31,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-13,algodao,163.0,5,200,130,True,6,6v8n,6v8n0,6v8n0e
232,1,7,2,3,2023-01-31,milho,PLANTIO MILHO,2023-06-23,milho,143.0,5,160,80,True,6,6vbj,6vbju,6vbjud
4,2,4,2,20,2023-01-31,algodao,PLANTIO DE ALGODÃO SEM ADUBO,2023-07-27,algodao,177.0,5,200,130,True,6,6vb6,6vb6d,6vb6dk
10,101,1,3,8,2023-01-31,milho,PLANTIO MILHO,2023-05-08,milho,97.0,5,160,80,True,6,6trj,6trjr,6trjrs
254,1,4,1,109,2023-01-31,milho,PLANTIO MILHO,2023-06-20,,140.0,5,160,80,True,6,6twh,6twhq,6twhqk
232,1,3,2,3,2023-01-31,milho,PLANTIO MILHO,2023-06-15,milho,135.0,5,160,80,True,6,6vbj,6vbju,6vbjud
10,161,1,5,11,2023-01-31,milho,PLANTIO MILHO,2023-06-14,milho,134.0,5,160,80,True,6,6tys,6tys3,6tys3m
4,41,1,3,16,2023-01-31,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-17,algodao,167.0,5,200,130,True,6,6txy,6txym,6txymr
327,1,1,402,65,2023-01-31,algodao,PLANTIO ALGODAO,2023-08-15,algodao,196.0,5,200,130,True,6,6vrx,6vrxm,6vrxm8
327,1,1,402,60,2023-01-31,algodao,PLANTIO ALGODAO,2023-08-18,algodao,199.0,5,200,130,True,6,6vrx,6vrxn,6vrxnk
327,1,1,402,67,2023-01-31,algodao,PLANTIO ALGODAO,2023-08-05,algodao,186.0,5,200,130,True,6,6vrx,6vrxm,6vrxmc
370,1,1,1,15,2023-01-31,soja,PLANTIO SOJA,2023-05-17,soja,106.0,5,150,70,True,6,6vng,6vngq,6vngqq
327,1,1,402,59,2023-01-31,algodao,PLANTIO ALGODAO,2023-08-11,algodao,192.0,5,200,130,True,6,6vrx,6vrxj,6vrxjg
4,81,1,4,5,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-13,algodao,162.0,5,200,130,True,6,6v8n,6v8n0,6v8n0e
286,1,1,1,9,2023-02-01,milho,PLANTIO DE MILHO,2023-06-23,milho,142.0,5,160,80,True,6,6ttg,6ttge,6ttgeg
232,1,2,3,3,2023-02-01,milho,PLANTIO MILHO,2023-06-03,milho,122.0,5,160,80,True,6,6tzz,6tzzk,6tzzks
27,1,2,1,11,2023-02-01,algodao,PLANTIO DE ALGODÃO COM ADUBO,2023-06-20,algodao,139.0,5,200,130,True,6,6vzt,6vztu,6vztug
4,61,1,1,8,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-08-01,algodao,181.0,5,200,130,True,6,6vbh,6vbh7,6vbh73
4,41,1,3,11,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-08-10,algodao,190.0,5,200,130,True,6,6txy,6txys,6txyss
4,1,3,1,14,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-06-12,algodao,131.0,5,200,130,True,6,6tzu,6tzup,6tzupv
4,83,1,5,1,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-19,algodao,168.0,5,200,130,True,6,6v87,6v87u,6v87u6
390,1,4,6,1,2023-02-01,milho,PLANTIO MILHO,2023-06-22,milho,141.0,5,160,80,True,6,6vjd,6vjd7,6vjd7p
151,1,2,1,1,2023-02-01,algodao,PLANTIO DE ALGODÃO,2023-06-28,algodao,147.0,5,200,130,True,6,6vb5,6vb5w,6vb5wm
378,1,7,1,3,2023-02-01,algodao,PLANTIO ALGODAO,2023-07-28,algodao,177.0,5,200,130,True,6,6vb2,6vb23,6vb23m
360,41,584572502,421147202,584582802,2023-02-01,milho,PLANTIO MILHO,2023-06-14,milho,133.0,5,160,80,True,6,6y5v,6y5v8,6y5v8t
151,1,1,1,1,2023-02-01,algodao,PLANTIO DE ALGODÃO,2023-07-01,algodao,150.0,5,200,130,True,6,6vb5,6vb5w,6vb5wm
360,41,584572502,421147202,584595702,2023-02-01,milho,PLANTIO MILHO,2023-06-07,milho,126.0,5,160,80,True,6,6y5v,6y5v2,6y5v2x
208,1,7,4,6,2023-02-01,milho,PLANTIO DE MILHO,2023-06-19,milho,138.0,5,160,80,True,6,6vnv,6vnvm,6vnvmt
360,41,584572502,421147202,584596102,2023-02-01,milho,PLANTIO MILHO,2023-06-12,milho,131.0,5,160,80,True,6,6y5v,6y5v8,6y5v8s
10,101,2,2,13,2023-02-01,milho,PLANTIO MILHO,2023-06-20,milho,139.0,5,160,80,True,6,6trh,6trh2,6trh2f
151,1,1,2,2,2023-02-01,algodao,PLANTIO DE ALGODÃO,2023-08-13,algodao,193.0,5,200,130,True,6,6vbh,6vbhk,6vbhkj
4,41,1,3,9,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-12,algodao,161.0,5,200,130,True,6,6txy,6txyt,6txytj
15,41,3,2,7,2023-02-01,soja,PLANTIO DE SOJA,2023-05-05,soja,93.0,5,150,70,True,6,6vxv,6vxvs,6vxvsx
232,1,7,2,8,2023-02-01,milho,PLANTIO MILHO,2023-06-26,milho,145.0,5,160,80,True,6,6vbj,6vbj5,6vbj5w
4,83,1,5,2,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-06-29,algodao,148.0,5,200,130,True,6,6v8k,6v8ku,6v8kue
230,1,1,1,1,2023-02-01,milho,PLANTIO DE MILHO,2023-06-19,milho,138.0,5,160,80,True,6,6v2r,6v2r4,6v2r40
230,1,4,1,12,2023-02-01,milho,PLANTIO DE MILHO,2023-06-27,milho,146.0,5,160,80,True,6,6v2q,6v2q9,6v2q9p
4,81,1,4,9,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-24,algodao,173.0,5,200,130,True,6,6v8n,6v8n6,6v8n60
4,1,3,1,17,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-17,algodao,166.0,5,200,130,True,6,6tzu,6tzur,6tzurh
4,83,1,5,14,2023-02-01,algodao,PLANTIO DE ALGODÃO COM ADUBO,2023-07-11,algodao,160.0,5,200,130,True,6,6v8k,6v8kh,6v8kh1
10,161,1,5,13,2023-02-01,milho,PLANTIO MILHO,2023-06-11,milho,130.0,5,160,80,True,6,6tys,6tys3,6tys33
283,1,1,1,10,2023-02-01,milho,PLANTIO DE MILHO,2023-06-26,milho,145.0,5,160,80,True,6,6ucn,6ucnm,6ucnmb
232,1,7,2,6,2023-02-01,milho,PLANTIO MILHO,2023-06-20,milho,139.0,5,160,80,True,6,6vbj,6vbjd,6vbjdy
4,61,1,1,12,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-08-01,algodao,181.0,5,200,130,True,6,6vbh,6vbh7,6vbh7k
353,1,1,2,6,2023-02-01,algodao,PLANTIO ALGODAO,2023-07-22,algodao,171.0,5,200,130,True,6,6twq,6twqe,6twqek
10,161,1,5,11,2023-02-01,milho,PLANTIO MILHO,2023-06-14,milho,133.0,5,160,80,True,6,6tys,6tys3,6tys3m
230,1,5,1,16,2023-02-01,milho,PLANTIO DE MILHO,2023-06-27,milho,146.0,5,160,80,True,6,6v2q,6v2q8,6v2q8x
232,1,7,2,3,2023-02-01,milho,PLANTIO MILHO,2023-06-23,milho,142.0,5,160,80,True,6,6vbj,6vbju,6vbjud
353,41,1,1,42,2023-02-01,algodao,PLANTIO ALGODAO,2023-08-12,algodao,192.0,5,200,130,True,6,6tv2,6tv20,6tv20k
281,1,2,1,11,2023-02-01,milho,PLANTIO DE MILHO,2023-06-09,milho,128.0,5,160,80,True,6,6y38,6y386,6y386w
281,1,1,1,11,2023-02-01,milho,PLANTIO DE MILHO,2023-05-21,milho,109.0,5,160,80,True,6,6y38,6y386,6y386w
335,1,2,1,21,2023-02-01,milho,PLANTIO MILHO,2023-06-10,milho,129.0,5,160,80,True,6,6tyw,6tywt,6tywtu
4,61,1,1,14,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-08-01,algodao,181.0,5,200,130,True,6,6vbh,6vbh7,6vbh7q
335,1,1,1,20,2023-02-01,milho,PLANTIO MILHO,2023-06-10,milho,129.0,5,160,80,True,6,6tyw,6tyww,6tywwh
232,1,3,3,1,2023-02-01,milho,PLANTIO MILHO,2023-06-07,milho,126.0,5,160,80,True,6,6tzy,6tzyk,6tzykt
232,1,2,3,1,2023-02-01,milho,PLANTIO MILHO,2023-06-12,milho,131.0,5,160,80,True,6,6tzy,6tzyk,6tzykt
10,101,2,2,14,2023-02-01,milho,PLANTIO MILHO,2023-06-20,milho,139.0,5,160,80,True,6,6trh,6trh2,6trh2g
4,41,1,3,12,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-14,algodao,163.0,5,200,130,True,6,6txy,6txys,6txysd
245,61,1,14269,45,2023-02-01,algodao,PLANTIO DE ALGODAO,2023-07-28,algodao,177.0,5,200,130,True,6,6v1b,6v1bf,6v1bfr
360,41,584572702,421147202,584600302,2023-02-01,milho,PLANTIO MILHO,2023-06-15,milho,134.0,5,160,80,True,6,6y5t,6y5tx,6y5txg
381,1,1,1,15,2023-02-01,milho,PLANTIO MILHO,2023-06-20,milho,139.0,5,160,80,True,6,6wpc,6wpcc,6wpccn
4,41,1,3,16,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-17,algodao,166.0,5,200,130,True,6,6txy,6txym,6txymr
254,1,3,1,103,2023-02-01,milho,PLANTIO MILHO,2023-06-15,,134.0,5,160,80,True,6,6ttg,6ttgf,6ttgfg
4,41,1,3,13,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-10,algodao,159.0,5,200,130,True,6,6txy,6txys,6txys8
327,1,1,402,61,2023-02-01,algodao,PLANTIO ALGODAO,2023-07-30,algodao,179.0,5,200,130,True,6,6vrx,6vrxj,6vrxjv
4,83,1,5,6,2023-02-01,algodao,PLANTIO DE ALGODÃO COM ADUBO,2023-07-19,algodao,168.0,5,200,130,True,6,6v87,6v87g,6v87ge
239,1,1,1,15,2023-02-01,milho,PLANTIO MILHO,2023-07-02,milho,151.0,5,160,80,True,6,6y11,6y11y,6y11yq
4,1,3,1,15,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-14,algodao,163.0,5,200,130,True,6,6vbh,6vbh0,6vbh0j
232,1,3,2,2,2023-02-01,milho,PLANTIO MILHO,2023-06-12,milho,131.0,5,160,80,True,6,6vbj,6vbju,6vbju3
4,83,1,5,4,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-11,algodao,160.0,5,200,130,True,6,6v8k,6v8kh,6v8khg
10,101,2,2,11,2023-02-01,milho,PLANTIO MILHO,2023-06-19,milho,138.0,5,160,80,True,6,6trh,6trh3,6trh3e
239,1,1,1,14,2023-02-01,milho,PLANTIO MILHO,2023-06-30,milho,149.0,5,160,80,True,6,6y11,6y11y,6y11yt
151,1,1,1,12,2023-02-01,algodao,PLANTIO DE ALGODÃO,2023-06-28,algodao,147.0,5,200,130,True,6,6vb5,6vb5w,6vb5wh
4,2,4,2,35,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-05,algodao,154.0,5,200,130,True,6,6vb6,6vb68,6vb68f
327,1,1,402,58,2023-02-01,algodao,PLANTIO ALGODAO,2023-08-10,algodao,190.0,5,200,130,True,6,6vrx,6vrxn,6vrxn4
230,1,2,1,8,2023-02-01,milho,PLANTIO DE MILHO,2023-07-01,milho,150.0,5,160,80,True,6,6v2q,6v2qc,6v2qc7
239,1,1,1,16,2023-02-01,milho,PLANTIO MILHO,2023-07-05,milho,154.0,5,160,80,True,6,6y11,6y11y,6y11yr
232,1,3,3,6,2023-02-01,milho,PLANTIO MILHO,2023-06-06,milho,125.0,5,160,80,True,6,6tzz,6tzzh,6tzzh9
370,1,1,1,15,2023-02-01,soja,PLANTIO SOJA,2023-05-17,soja,105.0,5,150,70,True,6,6vng,6vngq,6vngqq
323,1,1,5553,6,2023-02-01,milho,PLANTIO MILHO SAFRINHA,2023-06-19,milho,138.0,5,160,80,True,6,6udw,6udwj,6udwjp
4,1,3,1,18,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-10,algodao,159.0,5,200,130,True,6,6vbh,6vbh0,6vbh0t
24,1,1,2001,305,2023-02-01,milho,PLANTIO - PLANTIO MECANIZADO - MILHO,2023-07-04,milho,153.0,5,160,80,True,6,6uge,6uge9,6uge91
4,1,2,1,32,2023-02-01,milho,PLANTIO DE MILHO SEM ADUBO,2023-06-09,milho,128.0,5,160,80,True,6,6tzu,6tzuw,6tzuwq
4,83,1,5,9,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-22,algodao,171.0,5,200,130,True,6,6v8k,6v8kh,6v8khv
4,83,1,5,10,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-11,algodao,160.0,5,200,130,True,6,6v8k,6v8kh,6v8khk
4,41,1,3,5,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-12,algodao,161.0,5,200,130,True,6,6txy,6txyu,6txyu3
4,61,1,1,9,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-08-04,algodao,184.0,5,200,130,True,6,6vbh,6vbh7,6vbh79
208,1,7,4,5,2023-02-01,milho,PLANTIO DE MILHO,2023-05-09,milho,97.0,5,160,80,True,6,6vnv,6vnvm,6vnvmw
4,1,3,1,16,2023-02-01,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-17,algodao,166.0,5,200,130,True,6,6tzu,6tzup,6tzupg
151,1,1,1,15,2023-02-01,algodao,PLANTIO DE ALGODÃO,2023-07-01,algodao,150.0,5,200,130,True,6,6vb5,6vb5t,6vb5tb
232,1,3,3,5,2023-02-01,milho,PLANTIO MILHO,2023-06-04,milho,123.0,5,160,80,True,6,6tzz,6tzzh,6tzzh8
1022,1,50031,5,50031,2023-02-01,algodao,PLANTIO ALGODAO,2023-07-21,algodao,170.0,5,200,130,True,6,6vre,6vrek,6vrekp
327,1,1,402,66,2023-02-01,algodao,PLANTIO ALGODAO,2023-08-02,algodao,182.0,5,200,130,True,6,6vrx,6vrxq,6vrxq0
10,121,1,4,2,2023-02-01,algodao,PLANTIO ALGODÃO,2023-08-02,algodao,182.0,5,200,130,True,6,6ttc,6ttc4,6ttc4y
245,43,1,19592,107,2023-02-01,algodao,PLANTIO DE ALGODAO,2023-08-15,algodao,195.0,5,200,130,True,6,6v1p,6v1py,6v1pyj
327,1,1,402,68,2023-02-01,algodao,PLANTIO ALGODAO,2023-08-07,algodao,187.0,5,200,130,True,6,6vrx,6vrxq,6vrxq5
232,1,7,2,1,2023-02-01,milho,PLANTIO MILHO,2023-06-20,milho,139.0,5,160,80,True,6,6vbj,6vbju,6vbju0
27,1,2,1,4,2023-02-01,algodao,PLANTIO DE ALGODÃO COM ADUBO,2023-07-22,algodao,171.0,5,200,130,True,6,6vzt,6vztv,6vztvd
327,1,1,402,59,2023-02-01,algodao,PLANTIO ALGODAO,2023-08-11,algodao,191.0,5,200,130,True,6,6vrx,6vrxj,6vrxjg
335,1,1,1,21,2023-02-02,milho,PLANTIO MILHO,2023-06-10,milho,128.0,5,160,80,True,6,6tyw,6tywt,6tywtu
4,83,1,5,11,2023-02-02,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-22,algodao,170.0,5,200,130,True,6,6v8k,6v8k5,6v8k5s
1022,1,21,5,21,2023-02-02,algodao,PLANTIO ALGODAO,2023-07-11,,159.0,5,200,130,True,6,6vre,6vree,6vreew
378,41,1,2,1,2023-02-02,milho,PLANTIO MILHO,2023-06-27,milho,145.0,5,160,80,True,6,6txq,6txqc,6txqc6
315,1,12,1,8,2023-02-02,milho,PLANTIO MILHO,2023-06-19,milho,137.0,5,160,80,True,6,6vf8,6vf8s,6vf8sp
315,1,12,1,9,2023-02-02,milho,PLANTIO MILHO,2023-06-24,milho,142.0,5,160,80,True,6,6vf8,6vf8e,6vf8ev
267,1,6,1,9,2023-02-02,algodao,PLANTIO ALGODAO,2023-08-17,algodao,196.0,5,200,130,True,6,6tw4,6tw4r,6tw4rb
4,81,1,4,2,2023-02-02,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-06-29,algodao,147.0,5,200,130,True,6,6v8n,6v8n0,6v8n0v
315,1,12,1,15,2023-02-02,milho,PLANTIO MILHO,2023-06-12,milho,130.0,5,160,80,True,6,6vf8,6vf8g,6vf8gb
10,121,1,4,5,2023-02-02,algodao,PLANTIO ALGODÃO,2023-08-01,algodao,180.0,5,200,130,True,6,6ttc,6ttc5,6ttc5h
353,1,1,2,8,2023-02-02,algodao,PLANTIO ALGODAO,2023-07-19,algodao,167.0,5,200,130,True,6,6twq,6twqe,6twqee
384,41,1,2,11,2023-02-02,milho,PLANTIO MILHO,2023-06-03,milho,121.0,5,160,80,True,6,6tw3,6tw3d,6tw3dk
4,81,1,4,8,2023-02-02,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-24,algodao,172.0,5,200,130,True,6,6v8n,6v8n6,6v8n63
230,1,2,1,5,2023-02-02,milho,PLANTIO DE MILHO,2023-06-19,milho,137.0,5,160,80,True,6,6v2q,6v2qc,6v2qc8
15,41,3,2,4,2023-02-02,soja,PLANTIO DE SOJA,2023-05-08,soja,95.0,5,150,70,True,6,6vxv,6vxvk,6vxvkr
232,1,3,2,3,2023-02-02,milho,PLANTIO MILHO,2023-06-15,milho,133.0,5,160,80,True,6,6vbj,6vbju,6vbjud
4,1,3,1,6,2023-02-02,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-08-14,algodao,193.0,5,200,130,True,6,6vbh,6vbh2,6vbh2r
384,41,1,2,12,2023-02-02,milho,PLANTIO MILHO,2023-06-08,milho,126.0,5,160,80,True,6,6tw3,6tw3d,6tw3d7
378,41,1,2,9,2023-02-02,milho,PLANTIO MILHO,2023-07-11,milho,159.0,5,160,80,True,6,6txq,6txq8,6txq8y
353,1,2,2,6,2023-02-02,algodao,PLANTIO ALGODAO,2023-07-23,algodao,171.0,5,200,130,True,6,6twq,6twqe,6twqek
309,1,1,1,7,2023-02-02,milho,PLANTIO MILHO,2023-06-10,milho,128.0,5,160,80,True,6,6trz,6trz9,6trz9v
4,41,2,3,2,2023-02-02,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-15,algodao,163.0,5,200,130,True,6,6txy,6txyu,6txyu4
4,41,1,3,2,2023-02-02,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-18,algodao,166.0,5,200,130,True,6,6txy,6txyu,6txyu4
353,1,1,2,17,2023-02-02,algodao,PLANTIO ALGODAO,2023-07-20,algodao,168.0,5,200,130,True,6,6twq,6twqk,6twqkr
4,83,1,5,7,2023-02-02,algodao,PLANTIO DE ALGODÃO COM ADUBO,2023-08-09,algodao,188.0,5,200,130,True,6,6v87,6v87u,6v87ux
10,161,1,5,19,2023-02-02,milho,PLANTIO MILHO,2023-06-25,milho,143.0,5,160,80,True,6,6tys,6tys2,6tys2d
323,1,1,5553,4,2023-02-02,milho,PLANTIO MILHO SAFRINHA,2023-06-29,milho,147.0,5,160,80,True,6,6udw,6udwj,6udwjn
10,161,1,5,18,2023-02-02,milho,PLANTIO MILHO,2023-06-25,milho,143.0,5,160,80,True,6,6tys,6tys2,6tys26
277,1,1,1,8,2023-02-02,algodao,PLANTIO DE ALGODAO,2023-06-13,algodao,131.0,5,200,130,True,6,6vz8,6vz86,6vz86t
10,161,1,5,9,2023-02-02,milho,PLANTIO MILHO,2023-06-28,milho,146.0,5,160,80,True,6,6tys,6tys3,6tys3r
10,101,1,3,20,2023-02-02,milho,PLANTIO MILHO,2023-06-20,milho,138.0,5,160,80,True,6,6trm,6trm2,6trm20
309,1,1,1,1,2023-02-02,milho,PLANTIO MILHO,2023-06-24,milho,142.0,5,160,80,True,6,6trz,6trzc,6trzc8
4,41,2,3,3,2023-02-02,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-15,algodao,163.0,5,200,130,True,6,6txy,6txyv,6txyvu
4,83,1,5,13,2023-02-02,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-11,algodao,159.0,5,200,130,True,6,6v8k,6v8kh,6v8khe
10,121,1,4,7,2023-02-02,algodao,PLANTIO ALGODÃO,2023-07-18,algodao,166.0,5,200,130,True,6,6ttc,6ttc5,6ttc5s
254,1,1,1,3,2023-02-02,milho,PLANTIO MILHO,2023-07-01,,149.0,5,160,80,True,6,6tmw,6tmwf,6tmwft
232,1,3,2,5,2023-02-02,milho,PLANTIO MILHO,2023-06-19,milho,137.0,5,160,80,True,6,6vbj,6vbjd,6vbjd6
359,1,1,1,8,2023-02-02,milho,OP PLANTIO MILHO,2023-05-05,milho,92.0,5,160,80,True,7,7n8h,7n8hg,7n8hg2
232,1,3,2,4,2023-02-02,milho,PLANTIO MILHO,2023-06-16,milho,134.0,5,160,80,True,6,6vbj,6vbjg,6vbjgb
4,81,1,4,10,2023-02-02,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-24,algodao,172.0,5,200,130,True,6,6v8n,6v8n1,6v8n1z
4,83,1,5,13,2023-02-02,algodao,PLANTIO DE ALGODÃO COM ADUBO,2023-07-11,algodao,159.0,5,200,130,True,6,6v8k,6v8kh,6v8khe
15,41,3,2,2,2023-02-03,soja,PLANTIO DE SOJA,2023-05-10,soja,96.0,5,150,70,True,6,6vxv,6vxvs,6vxvs9
324,1,1,1,7,2023-02-03,milho,PLANTIO MILHO,2023-06-28,,145.0,5,160,80,True,6,6urt,6urt8,6urt8h
4,83,1,5,7,2023-02-03,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-08-09,algodao,187.0,5,200,130,True,6,6v87,6v87u,6v87ux
4,83,1,5,6,2023-02-03,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-07-19,algodao,166.0,5,200,130,True,6,6v87,6v87g,6v87ge
4,61,1,1,10,2023-02-03,algodao,PLANTIO DE ALGODÃO BIOLOGICO SEM ADUBO,2023-08-20,algodao,198.0,5,200,130,True,6,6vbh,6vbh7,6vbh79
