cd_id,cd_cliente,cd_unidade,cd_id_talhao,cd_fazenda,cd_zona,cd_talhao,desc_operac,processo_macro,data_operacao,DAP,semana_ano,id_safra,geohash_macro,geohash_regional,geohash_sub_regional,geohash_local
615397000024,24,1,1355205674000024,2001,1,203,T. Culturais - Aplicação Pós-Emergente - Soja,herbicida,2024-11-11,25,46,621,6,6uge,6uge3,6uge3x
615397000024,24,1,1355205674000024,2001,1,203,T. Culturais - Aplicação Pós-Emergente - Soja,herbicida,2024-11-26,40,48,621,6,6uge,6uge3,6uge3x
615397000024,24,1,1355205674000024,2001,1,203,T. Culturais - Aplicação Pós-Emergente - Soja,herbicida,2024-12-12,56,50,621,6,6uge,6uge3,6uge3x
615401000024,24,1,1355205674000024,2001,1,203,T. Culturais - Controle de Doença - Soja,fungicida,2024-12-13,57,50,621,6,6uge,6uge3,6uge3x
615398000024,24,1,1355205674000024,2001,1,203,T. Culturais - Controle de Lagartas - Soja,inseticida,2024-12-19,63,51,621,6,6uge,6uge3,6uge3x
615401000024,24,1,1355205674000024,2001,1,203,T. Culturais - Controle de Doença - Soja,fungicida,2025-01-03,78,1,621,6,6uge,6uge3,6uge3x
615401000024,24,1,1355205674000024,2001,1,203,T. Culturais - Controle de Doença - Soja,fungicida,2025-01-11,86,2,621,6,6uge,6uge3,6uge3x
615403000024,24,1,1355205674000024,2001,1,203,TC Aplicação Dessecação da Cultura - Soja,herbicida,2025-01-23,98,4,621,6,6uge,6uge3,6uge3x
573788000013,13,3,50221272000013,3,46,20,PLANTIO DE SOJA SEM ADUBO,outros,2023-09-23,0,38,623,6,6v85,6v850,6v850y
615395000024,24,1,1355205675000024,2001,1,204,T. Culturais - Dessecação Pré-Plantio - Soja,herbicida,2024-10-17,0,42,623,6,6uge,6uge9,6uge99
42224560000024,24,1,1355205675000024,2001,1,204,Plantio Mecanizado - Soja,plantio,2024-10-17,0,42,623,6,6uge,6uge9,6uge99
615397000024,24,1,1355205675000024,2001,1,204,T. Culturais - Aplicação Pós-Emergente - Soja,herbicida,2024-11-11,25,46,623,6,6uge,6uge9,6uge99
615397000024,24,1,1355205675000024,2001,1,204,T. Culturais - Aplicação Pós-Emergente - Soja,herbicida,2024-11-26,40,48,623,6,6uge,6uge9,6uge99
615397000024,24,1,1355205675000024,2001,1,204,T. Culturais - Aplicação Pós-Emergente - Soja,herbicida,2024-12-12,56,50,623,6,6uge,6uge9,6uge99
615401000024,24,1,1355205675000024,2001,1,204,T. Culturais - Controle de Doença - Soja,fungicida,2024-12-13,57,50,623,6,6uge,6uge9,6uge99
615398000024,24,1,1355205675000024,2001,1,204,T. Culturais - Controle de Lagartas - Soja,inseticida,2024-12-19,63,51,623,6,6uge,6uge9,6uge99
