cd_id,cd_cliente,cd_unidade,cd_id_talhao,cd_fazenda,cd_zona,cd_talhao,desc_operac,processo_macro,data_operacao,DAP,semana_ano,id_safra,geohash_macro,geohash_regional,geohash_sub_regional,geohash_local
2586000004,4,1,27873093000004,1,2,10,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-13,0,42,1,6,6tzu,6tzur,6tzurg
2586000004,4,1,27873093000004,1,2,10,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-22,9,43,1,6,6tzu,6tzur,6tzurg
2566000004,4,1,27873093000004,1,2,10,INSETICIDA,inseticida,2025-10-30,17,44,1,6,6tzu,6tzur,6tzurg
2562000004,4,1,27873093000004,1,2,10,FUNGICIDA,fungicida,2025-11-08,26,45,1,6,6tzu,6tzur,6tzurg
2562000004,4,1,27873093000004,1,2,10,FUNGICIDA,fungicida,2025-11-21,39,47,1,6,6tzu,6tzur,6tzurg
2566000004,4,1,27873093000004,1,2,10,INSETICIDA,inseticida,2025-12-02,50,49,1,6,6tzu,6tzur,6tzurg
2562000004,4,1,27873093000004,1,2,10,FUNGICIDA,fungicida,2025-12-04,52,49,1,6,6tzu,6tzur,6tzurg
2566000004,4,1,27873093000004,1,2,10,INSETICIDA,inseticida,2025-12-18,66,51,1,6,6tzu,6tzur,6tzurg
2599000004,4,1,27873093000004,1,2,10,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-19,98,4,1,6,6tzu,6tzur,6tzurg
2586000004,4,1,27873093000004,1,2,10,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-22,0,43,2,6,6tzu,6tzur,6tzurg
2566000004,4,1,27873093000004,1,2,10,INSETICIDA,inseticida,2025-10-30,8,44,2,6,6tzu,6tzur,6tzurg
2562000004,4,1,27873093000004,1,2,10,FUNGICIDA,fungicida,2025-11-08,17,45,2,6,6tzu,6tzur,6tzurg
2562000004,4,1,27873093000004,1,2,10,FUNGICIDA,fungicida,2025-11-21,30,47,2,6,6tzu,6tzur,6tzurg
2566000004,4,1,27873093000004,1,2,10,INSETICIDA,inseticida,2025-12-02,41,49,2,6,6tzu,6tzur,6tzurg
2562000004,4,1,27873093000004,1,2,10,FUNGICIDA,fungicida,2025-12-04,43,49,2,6,6tzu,6tzur,6tzurg
2566000004,4,1,27873093000004,1,2,10,INSETICIDA,inseticida,2025-12-18,57,51,2,6,6tzu,6tzur,6tzurg
2599000004,4,1,27873093000004,1,2,10,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-19,89,4,2,6,6tzu,6tzur,6tzurg
2586000004,4,1,27873094000004,1,2,11,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-15,0,42,3,6,6tzu,6tzur,6tzurf
2586000004,4,1,27873094000004,1,2,11,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-23,8,43,3,6,6tzu,6tzur,6tzurf
2566000004,4,1,27873094000004,1,2,11,INSETICIDA,inseticida,2025-10-30,15,44,3,6,6tzu,6tzur,6tzurf
2562000004,4,1,27873094000004,1,2,11,FUNGICIDA,fungicida,2025-11-08,24,45,3,6,6tzu,6tzur,6tzurf
2562000004,4,1,27873094000004,1,2,11,FUNGICIDA,fungicida,2025-11-21,37,47,3,6,6tzu,6tzur,6tzurf
2562000004,4,1,27873094000004,1,2,11,FUNGICIDA,fungicida,2025-12-02,48,49,3,6,6tzu,6tzur,6tzurf
2566000004,4,1,27873094000004,1,2,11,INSETICIDA,inseticida,2025-12-20,66,51,3,6,6tzu,6tzur,6tzurf
2599000004,4,1,27873094000004,1,2,11,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-17,94,3,3,6,6tzu,6tzur,6tzurf
2586000004,4,1,27873094000004,1,2,11,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-23,0,43,4,6,6tzu,6tzur,6tzurf
2566000004,4,1,27873094000004,1,2,11,INSETICIDA,inseticida,2025-10-30,7,44,4,6,6tzu,6tzur,6tzurf
2562000004,4,1,27873094000004,1,2,11,FUNGICIDA,fungicida,2025-11-08,16,45,4,6,6tzu,6tzur,6tzurf
2562000004,4,1,27873094000004,1,2,11,FUNGICIDA,fungicida,2025-11-21,29,47,4,6,6tzu,6tzur,6tzurf
2562000004,4,1,27873094000004,1,2,11,FUNGICIDA,fungicida,2025-12-02,40,49,4,6,6tzu,6tzur,6tzurf
2566000004,4,1,27873094000004,1,2,11,INSETICIDA,inseticida,2025-12-20,58,51,4,6,6tzu,6tzur,6tzurf
2599000004,4,1,27873094000004,1,2,11,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-17,86,3,4,6,6tzu,6tzur,6tzurf
2586000004,4,1,1390517022000004,1,2,118,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-03,0,40,5,6,6tzu,6tzur,6tzurm
2592000004,4,1,1390517022000004,1,2,118,DESSECAÇÃO,herbicida,2024-10-03,0,40,5,6,6tzu,6tzur,6tzurm
2592000004,4,1,1390517022000004,1,2,118,DESSECAÇÃO,herbicida,2024-10-06,3,40,5,6,6tzu,6tzur,6tzurm
2562000004,4,1,1390517022000004,1,2,118,FUNGICIDA,fungicida,2024-10-24,21,43,5,6,6tzu,6tzur,6tzurm
2562000004,4,1,1390517022000004,1,2,118,FUNGICIDA,fungicida,2024-11-10,38,45,5,6,6tzu,6tzur,6tzurm
2562000004,4,1,1390517022000004,1,2,118,FUNGICIDA,fungicida,2024-11-21,49,47,5,6,6tzu,6tzur,6tzurm
2562000004,4,1,1390517022000004,1,2,118,FUNGICIDA,fungicida,2024-12-04,62,49,5,6,6tzu,6tzur,6tzurm
2566000004,4,1,1390517022000004,1,2,118,INSETICIDA,inseticida,2024-12-23,81,52,5,6,6tzu,6tzur,6tzurm
2599000004,4,1,1390517022000004,1,2,118,DESSECAÇÃO PARA COLHEITA,herbicida,2025-01-14,103,3,5,6,6tzu,6tzur,6tzurm
2586000004,4,1,1570606627000004,1,2,119,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-10,0,41,6,6,6tzu,6tzur,6tzurq
2562000004,4,1,1570606627000004,1,2,119,FUNGICIDA,fungicida,2024-10-26,16,43,6,6,6tzu,6tzur,6tzurq
2562000004,4,1,1570606627000004,1,2,119,FUNGICIDA,fungicida,2024-11-09,30,45,6,6,6tzu,6tzur,6tzurq
2562000004,4,1,1570606627000004,1,2,119,FUNGICIDA,fungicida,2024-11-21,42,47,6,6,6tzu,6tzur,6tzurq
2562000004,4,1,1570606627000004,1,2,119,FUNGICIDA,fungicida,2024-11-28,49,48,6,6,6tzu,6tzur,6tzurq
2562000004,4,1,1570606627000004,1,2,119,FUNGICIDA,fungicida,2024-12-13,64,50,6,6,6tzu,6tzur,6tzurq
2566000004,4,1,1570606627000004,1,2,119,INSETICIDA,inseticida,2024-12-23,74,52,6,6,6tzu,6tzur,6tzurq
2599000004,4,1,1570606627000004,1,2,119,DESSECAÇÃO PARA COLHEITA,herbicida,2025-01-17,99,3,6,6,6tzu,6tzur,6tzurq
2586000004,4,1,27873095000004,1,2,12,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-09,0,41,7,6,6tzu,6tzup,6tzupz
2562000004,4,1,27873095000004,1,2,12,FUNGICIDA,fungicida,2024-11-14,36,46,7,6,6tzu,6tzup,6tzupz
2562000004,4,1,27873095000004,1,2,12,FUNGICIDA,fungicida,2024-11-23,45,47,7,6,6tzu,6tzup,6tzupz
2599000004,4,1,27873095000004,1,2,12,DESSECAÇÃO PARA COLHEITA,herbicida,2025-01-18,101,3,7,6,6tzu,6tzup,6tzupz
2586000004,4,1,3961123000004,1,2,2,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-10,0,41,8,6,6vbh,6vbh2,6vbh23
2592000004,4,1,3961123000004,1,2,2,DESSECAÇÃO,herbicida,2025-10-10,0,41,8,6,6vbh,6vbh2,6vbh23
2562000004,4,1,3961123000004,1,2,2,FUNGICIDA,fungicida,2025-10-29,19,44,8,6,6vbh,6vbh2,6vbh23
2566000004,4,1,3961123000004,1,2,2,INSETICIDA,inseticida,2025-10-29,19,44,8,6,6vbh,6vbh2,6vbh23
2562000004,4,1,3961123000004,1,2,2,FUNGICIDA,fungicida,2025-11-10,31,46,8,6,6vbh,6vbh2,6vbh23
2599000004,4,1,3961123000004,1,2,2,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-12,94,3,8,6,6vbh,6vbh2,6vbh23
2592000004,4,1,3961123000004,1,2,2,DESSECAÇÃO,herbicida,2026-01-14,96,3,8,6,6vbh,6vbh2,6vbh23
2586000004,4,1,3961130000004,1,2,24,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-12,0,41,9,6,6tzu,6tzun,6tzunx
2562000004,4,1,3961130000004,1,2,24,FUNGICIDA,fungicida,2025-12-01,50,49,9,6,6tzu,6tzun,6tzunx
2566000004,4,1,3961130000004,1,2,24,INSETICIDA,inseticida,2025-12-06,55,49,9,6,6tzu,6tzun,6tzunx
2566000004,4,1,3961130000004,1,2,24,INSETICIDA,inseticida,2025-12-11,60,50,9,6,6tzu,6tzun,6tzunx
2599000004,4,1,3961130000004,1,2,24,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-13,93,3,9,6,6tzu,6tzun,6tzunx
2586000004,4,1,27873086000004,1,2,3,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-10,0,41,10,6,6vbh,6vbh2,6vbh24
2592000004,4,1,27873086000004,1,2,3,DESSECAÇÃO,herbicida,2025-10-10,0,41,10,6,6vbh,6vbh2,6vbh24
2562000004,4,1,27873086000004,1,2,3,FUNGICIDA,fungicida,2025-10-29,19,44,10,6,6vbh,6vbh2,6vbh24
2566000004,4,1,27873086000004,1,2,3,INSETICIDA,inseticida,2025-10-29,19,44,10,6,6vbh,6vbh2,6vbh24
2562000004,4,1,27873086000004,1,2,3,FUNGICIDA,fungicida,2025-11-10,31,46,10,6,6vbh,6vbh2,6vbh24
2599000004,4,1,27873086000004,1,2,3,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-12,94,3,10,6,6vbh,6vbh2,6vbh24
2592000004,4,1,27873086000004,1,2,3,DESSECAÇÃO,herbicida,2026-01-14,96,3,10,6,6vbh,6vbh2,6vbh24
2586000004,4,1,3961137000004,1,2,31,PLANTIO DE SOJA COM BIOLOGICO,plantio,2023-10-12,0,41,11,6,6tzu,6tzus,6tzusb
2592000004,4,1,3961137000004,1,2,31,DESSECAÇÃO,herbicida,2023-11-01,20,44,11,6,6tzu,6tzus,6tzusb
2586000004,4,1,3961137000004,1,2,31,PLANTIO DE SOJA COM BIOLOGICO,plantio,2023-11-04,23,44,11,6,6tzu,6tzus,6tzusb
2592000004,4,1,3961137000004,1,2,31,DESSECAÇÃO,herbicida,2023-11-06,25,45,11,6,6tzu,6tzus,6tzusb
2599000004,4,1,3961137000004,1,2,31,DESSECAÇÃO PARA COLHEITA,herbicida,2023-11-27,46,48,11,6,6tzu,6tzus,6tzusb
2562000004,4,1,3961137000004,1,2,31,FUNGICIDA,fungicida,2023-11-28,47,48,11,6,6tzu,6tzus,6tzusb
2566000004,4,1,3961137000004,1,2,31,INSETICIDA,inseticida,2023-12-27,76,52,11,6,6tzu,6tzus,6tzusb
2592000004,4,1,3961137000004,1,2,31,DESSECAÇÃO,herbicida,2024-02-17,128,7,11,6,6tzu,6tzus,6tzusb
2586000004,4,1,3961137000004,1,2,31,PLANTIO DE SOJA COM BIOLOGICO,plantio,2023-11-04,0,44,12,6,6tzu,6tzus,6tzusb
2592000004,4,1,3961137000004,1,2,31,DESSECAÇÃO,herbicida,2023-11-06,2,45,12,6,6tzu,6tzus,6tzusb
2599000004,4,1,3961137000004,1,2,31,DESSECAÇÃO PARA COLHEITA,herbicida,2023-11-27,23,48,12,6,6tzu,6tzus,6tzusb
2562000004,4,1,3961137000004,1,2,31,FUNGICIDA,fungicida,2023-11-28,24,48,12,6,6tzu,6tzus,6tzusb
2566000004,4,1,3961137000004,1,2,31,INSETICIDA,inseticida,2023-12-27,53,52,12,6,6tzu,6tzus,6tzusb
2592000004,4,1,3961137000004,1,2,31,DESSECAÇÃO,herbicida,2024-02-17,105,7,12,6,6tzu,6tzus,6tzusb
2586000004,4,1,3961138000004,1,2,32,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-10,0,41,13,6,6tzu,6tzuw,6tzuwq
2592000004,4,1,3961138000004,1,2,32,DESSECAÇÃO,herbicida,2024-10-10,0,41,13,6,6tzu,6tzuw,6tzuwq
2599000004,4,1,3961138000004,1,2,32,DESSECAÇÃO PARA COLHEITA,herbicida,2025-02-03,116,6,13,6,6tzu,6tzuw,6tzuwq
2586000004,4,1,3961138000004,1,2,32,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-16,0,42,14,6,6tzu,6tzuw,6tzuwq
2566000004,4,1,3961138000004,1,2,32,INSETICIDA,inseticida,2025-11-04,19,45,14,6,6tzu,6tzuw,6tzuwq
2565000004,4,1,3961138000004,1,2,32,HERBICIDA,herbicida,2025-11-14,29,46,14,6,6tzu,6tzuw,6tzuwq
2562000004,4,1,3961138000004,1,2,32,FUNGICIDA,fungicida,2025-12-04,49,49,14,6,6tzu,6tzuw,6tzuwq
2562000004,4,1,3961138000004,1,2,32,FUNGICIDA,fungicida,2025-12-26,71,52,14,6,6tzu,6tzuw,6tzuwq
2599000004,4,1,3961138000004,1,2,32,DESSECAÇÃO PARA COLHEITA,herbicida,2026-02-04,111,6,14,6,6tzu,6tzuw,6tzuwq
2586000004,4,1,3961139000004,1,2,33,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-17,0,42,15,6,6tzu,6tzum,6tzum4
2566000004,4,1,3961139000004,1,2,33,INSETICIDA,inseticida,2025-11-10,24,46,15,6,6tzu,6tzum,6tzum4
2562000004,4,1,3961139000004,1,2,33,FUNGICIDA,fungicida,2025-11-19,33,47,15,6,6tzu,6tzum,6tzum4
2562000004,4,1,3961139000004,1,2,33,FUNGICIDA,fungicida,2025-12-04,48,49,15,6,6tzu,6tzum,6tzum4
2562000004,4,1,3961139000004,1,2,33,FUNGICIDA,fungicida,2025-12-15,59,51,15,6,6tzu,6tzum,6tzum4
2599000004,4,1,3961139000004,1,2,33,DESSECAÇÃO PARA COLHEITA,herbicida,2026-02-06,112,6,15,6,6tzu,6tzum,6tzum4
2586000004,4,1,27873089000004,1,2,6,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-04,0,40,16,6,6vbh,6vbh2,6vbh2r
2592000004,4,1,27873089000004,1,2,6,DESSECAÇÃO,herbicida,2025-01-26,114,4,16,6,6vbh,6vbh2,6vbh2r
2599000004,4,1,27873089000004,1,2,6,DESSECAÇÃO PARA COLHEITA,herbicida,2025-01-26,114,4,16,6,6vbh,6vbh2,6vbh2r
2586000004,4,1,27873091000004,1,2,8,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-04,0,40,17,6,6vbh,6vbh8,6vbh82
2592000004,4,1,27873091000004,1,2,8,DESSECAÇÃO,herbicida,2025-01-26,114,4,17,6,6vbh,6vbh8,6vbh82
2599000004,4,1,27873091000004,1,2,8,DESSECAÇÃO PARA COLHEITA,herbicida,2025-01-26,114,4,17,6,6vbh,6vbh8,6vbh82
2586000004,4,1,3961150000004,1,3,8,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-12,0,41,19,6,6tzu,6tzun,6tzuns
2566000004,4,1,3961150000004,1,3,8,INSETICIDA,inseticida,2025-10-27,15,44,19,6,6tzu,6tzun,6tzuns
2566000004,4,1,3961150000004,1,3,8,INSETICIDA,inseticida,2025-11-24,43,48,19,6,6tzu,6tzun,6tzuns
2562000004,4,1,3961150000004,1,3,8,FUNGICIDA,fungicida,2025-12-01,50,49,19,6,6tzu,6tzun,6tzuns
2562000004,4,1,3961150000004,1,3,8,FUNGICIDA,fungicida,2025-12-16,65,51,19,6,6tzu,6tzun,6tzuns
2599000004,4,1,3961150000004,1,3,8,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-13,93,3,19,6,6tzu,6tzun,6tzuns
2599000004,4,1,3961150000004,1,3,8,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-20,100,4,19,6,6tzu,6tzun,6tzuns
2586000004,4,1,3961151000004,1,3,9,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-10-12,0,41,20,6,6tzu,6tzun,6tzune
2566000004,4,1,3961151000004,1,3,9,INSETICIDA,inseticida,2025-10-27,15,44,20,6,6tzu,6tzun,6tzune
2566000004,4,1,3961151000004,1,3,9,INSETICIDA,inseticida,2025-11-24,43,48,20,6,6tzu,6tzun,6tzune
2562000004,4,1,3961151000004,1,3,9,FUNGICIDA,fungicida,2025-12-01,50,49,20,6,6tzu,6tzun,6tzune
2562000004,4,1,3961151000004,1,3,9,FUNGICIDA,fungicida,2025-12-16,65,51,20,6,6tzu,6tzun,6tzune
2599000004,4,1,3961151000004,1,3,9,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-13,93,3,20,6,6tzu,6tzun,6tzune
2586000004,4,2,1407747855000004,2,4,44,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-19,0,42,24,6,6vb6,6vb62,6vb62s
2592000004,4,2,1407747855000004,2,4,44,DESSECAÇÃO,herbicida,2024-10-19,0,42,24,6,6vb6,6vb62,6vb62s
2565000004,4,2,1407747855000004,2,4,44,HERBICIDA,herbicida,2024-11-23,35,47,24,6,6vb6,6vb62,6vb62s
2562000004,4,2,1407747855000004,2,4,44,FUNGICIDA,fungicida,2024-12-28,70,52,24,6,6vb6,6vb62,6vb62s
2592000004,4,2,1407747855000004,2,4,44,DESSECAÇÃO,herbicida,2025-02-11,115,7,24,6,6vb6,6vb62,6vb62s
2599000004,4,2,1407747855000004,2,4,44,DESSECAÇÃO PARA COLHEITA,herbicida,2025-02-11,115,7,24,6,6vb6,6vb62,6vb62s
2592000004,4,2,1407747855000004,2,4,44,DESSECAÇÃO,herbicida,2025-02-19,123,8,24,6,6vb6,6vb62,6vb62s
2586000004,4,2,1570606621000004,2,4,45,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-19,0,42,25,6,6vb6,6vb63,6vb635
2592000004,4,2,1570606621000004,2,4,45,DESSECAÇÃO,herbicida,2024-10-20,1,42,25,6,6vb6,6vb63,6vb635
2562000004,4,2,1570606621000004,2,4,45,FUNGICIDA,fungicida,2024-11-11,23,46,25,6,6vb6,6vb63,6vb635
2565000004,4,2,1570606621000004,2,4,45,HERBICIDA,herbicida,2024-11-23,35,47,25,6,6vb6,6vb63,6vb635
2562000004,4,2,1570606621000004,2,4,45,FUNGICIDA,fungicida,2024-11-27,39,48,25,6,6vb6,6vb63,6vb635
2562000004,4,2,1570606621000004,2,4,45,FUNGICIDA,fungicida,2024-12-10,52,50,25,6,6vb6,6vb63,6vb635
2566000004,4,2,1570606621000004,2,4,45,INSETICIDA,inseticida,2024-12-10,52,50,25,6,6vb6,6vb63,6vb635
2562000004,4,2,1570606621000004,2,4,45,FUNGICIDA,fungicida,2024-12-27,69,52,25,6,6vb6,6vb63,6vb635
2566000004,4,2,1570606621000004,2,4,45,INSETICIDA,inseticida,2025-01-14,87,3,25,6,6vb6,6vb63,6vb635
2592000004,4,2,1570606621000004,2,4,45,DESSECAÇÃO,herbicida,2025-02-10,114,7,25,6,6vb6,6vb63,6vb635
2599000004,4,2,1570606621000004,2,4,45,DESSECAÇÃO PARA COLHEITA,herbicida,2025-02-10,114,7,25,6,6vb6,6vb63,6vb635
2586000004,4,2,1570606622000004,2,4,46,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-20,0,42,26,6,6vb6,6vb63,6vb63j
2565000004,4,2,1570606622000004,2,4,46,HERBICIDA,herbicida,2024-11-25,36,48,26,6,6vb6,6vb63,6vb63j
2562000004,4,2,1570606622000004,2,4,46,FUNGICIDA,fungicida,2024-12-10,51,50,26,6,6vb6,6vb63,6vb63j
2562000004,4,2,1570606622000004,2,4,46,FUNGICIDA,fungicida,2024-12-28,69,52,26,6,6vb6,6vb63,6vb63j
2599000004,4,2,1570606622000004,2,4,46,DESSECAÇÃO PARA COLHEITA,herbicida,2025-02-10,113,7,26,6,6vb6,6vb63,6vb63j
2586000004,4,61,1396604698000004,1,1,12,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-13,0,41,28,6,6vbh,6vbh7,6vbh7k
2592000004,4,61,1396604698000004,1,1,12,DESSECAÇÃO,herbicida,2024-10-13,0,41,28,6,6vbh,6vbh7,6vbh7k
2562000004,4,61,1396604698000004,1,1,12,FUNGICIDA,fungicida,2024-11-16,34,46,28,6,6vbh,6vbh7,6vbh7k
2566000004,4,61,1396604698000004,1,1,12,INSETICIDA,inseticida,2025-01-08,87,2,28,6,6vbh,6vbh7,6vbh7k
2599000004,4,61,1396604698000004,1,1,12,DESSECAÇÃO PARA COLHEITA,herbicida,2025-01-16,95,3,28,6,6vbh,6vbh7,6vbh7k
2586000004,4,61,1396604699000004,1,1,13,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-09-28,0,39,30,6,6vbh,6vbh7,6vbh7s
2562000004,4,61,1396604699000004,1,1,13,FUNGICIDA,fungicida,2025-10-31,33,44,30,6,6vbh,6vbh7,6vbh7s
2562000004,4,61,1396604699000004,1,1,13,FUNGICIDA,fungicida,2025-11-14,47,46,30,6,6vbh,6vbh7,6vbh7s
2562000004,4,61,1396604699000004,1,1,13,FUNGICIDA,fungicida,2025-11-26,59,48,30,6,6vbh,6vbh7,6vbh7s
2566000004,4,61,1396604699000004,1,1,13,INSETICIDA,inseticida,2025-12-02,65,49,30,6,6vbh,6vbh7,6vbh7s
2566000004,4,61,1396604699000004,1,1,13,INSETICIDA,inseticida,2025-12-19,82,51,30,6,6vbh,6vbh7,6vbh7s
2599000004,4,61,1396604699000004,1,1,13,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-03,97,1,30,6,6vbh,6vbh7,6vbh7s
2586000004,4,61,1396604701000004,1,1,15,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-09-25,0,39,31,6,6vbh,6vbhe,6vbheb
76203611000004,4,61,1396604701000004,1,1,15,REBROTA,herbicida,2025-09-25,0,39,31,6,6vbh,6vbhe,6vbheb
2562000004,4,61,1396604701000004,1,1,15,FUNGICIDA,fungicida,2025-10-25,30,43,31,6,6vbh,6vbhe,6vbheb
2565000004,4,61,1396604701000004,1,1,15,HERBICIDA,herbicida,2025-11-01,37,44,31,6,6vbh,6vbhe,6vbheb
2562000004,4,61,1396604701000004,1,1,15,FUNGICIDA,fungicida,2025-11-12,48,46,31,6,6vbh,6vbhe,6vbheb
2562000004,4,61,1396604701000004,1,1,15,FUNGICIDA,fungicida,2025-11-19,55,47,31,6,6vbh,6vbhe,6vbheb
2562000004,4,61,1396604701000004,1,1,15,FUNGICIDA,fungicida,2025-11-26,62,48,31,6,6vbh,6vbhe,6vbheb
2565000004,4,61,1396604701000004,1,1,15,HERBICIDA,herbicida,2025-12-01,67,49,31,6,6vbh,6vbhe,6vbheb
2566000004,4,61,1396604701000004,1,1,15,INSETICIDA,inseticida,2025-12-20,86,51,31,6,6vbh,6vbhe,6vbheb
2599000004,4,61,1396604701000004,1,1,15,DESSECAÇÃO PARA COLHEITA,herbicida,2026-01-02,99,1,31,6,6vbh,6vbhe,6vbheb
2586000004,4,61,1396604702000004,1,1,16,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-03,0,40,32,6,6vbh,6vbhe,6vbhe9
2592000004,4,61,1396604702000004,1,1,16,DESSECAÇÃO,herbicida,2024-10-03,0,40,32,6,6vbh,6vbhe,6vbhe9
2562000004,4,61,1396604702000004,1,1,16,FUNGICIDA,fungicida,2024-10-24,21,43,32,6,6vbh,6vbhe,6vbhe9
2565000004,4,61,1396604702000004,1,1,16,HERBICIDA,herbicida,2024-10-29,26,44,32,6,6vbh,6vbhe,6vbhe9
2562000004,4,61,1396604702000004,1,1,16,FUNGICIDA,fungicida,2024-11-07,35,45,32,6,6vbh,6vbhe,6vbhe9
2562000004,4,61,1396604702000004,1,1,16,FUNGICIDA,fungicida,2024-11-21,49,47,32,6,6vbh,6vbhe,6vbhe9
2592000004,4,61,1396604702000004,1,1,16,DESSECAÇÃO,herbicida,2025-01-10,99,2,32,6,6vbh,6vbhe,6vbhe9
2599000004,4,61,1396604702000004,1,1,16,DESSECAÇÃO PARA COLHEITA,herbicida,2025-01-12,101,2,32,6,6vbh,6vbhe,6vbhe9
2586000004,4,61,1396604703000004,1,1,17,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-03,0,40,33,6,6vbh,6vbh6,6vbh6z
2565000004,4,61,1396604703000004,1,1,17,HERBICIDA,herbicida,2024-10-23,20,43,33,6,6vbh,6vbh6,6vbh6z
2562000004,4,61,1396604703000004,1,1,17,FUNGICIDA,fungicida,2024-11-09,37,45,33,6,6vbh,6vbh6,6vbh6z
2562000004,4,61,1396604703000004,1,1,17,FUNGICIDA,fungicida,2024-11-21,49,47,33,6,6vbh,6vbh6,6vbh6z
2566000004,4,61,1396604703000004,1,1,17,INSETICIDA,inseticida,2024-12-12,70,50,33,6,6vbh,6vbh6,6vbh6z
2566000004,4,61,1396604703000004,1,1,17,INSETICIDA,inseticida,2024-12-18,76,51,33,6,6vbh,6vbh6,6vbh6z
2592000004,4,61,1396604703000004,1,1,17,DESSECAÇÃO,herbicida,2025-01-09,98,2,33,6,6vbh,6vbh6,6vbh6z
2565000004,4,61,1396604703000004,1,1,17,HERBICIDA,herbicida,2025-01-10,99,2,33,6,6vbh,6vbh6,6vbh6z
2599000004,4,61,1396604703000004,1,1,17,DESSECAÇÃO PARA COLHEITA,herbicida,2025-01-10,99,2,33,6,6vbh,6vbh6,6vbh6z
2586000004,4,61,1396604704000004,1,1,18,PLANTIO DE SOJA COM BIOLOGICO,plantio,2025-09-24,0,39,36,6,6vbh,6vbhd,6vbhd8
2562000004,4,61,1396604704000004,1,1,18,FUNGICIDA,fungicida,2025-10-29,35,44,36,6,6vbh,6vbhd,6vbhd8
2565000004,4,61,1396604704000004,1,1,18,HERBICIDA,herbicida,2025-11-05,42,45,36,6,6vbh,6vbhd,6vbhd8
2565000004,4,61,1396604704000004,1,1,18,HERBICIDA,herbicida,2025-11-11,48,46,36,6,6vbh,6vbhd,6vbhd8
2562000004,4,61,1396604704000004,1,1,18,FUNGICIDA,fungicida,2025-11-13,50,46,36,6,6vbh,6vbhd,6vbhd8
2562000004,4,61,1396604704000004,1,1,18,FUNGICIDA,fungicida,2025-11-26,63,48,36,6,6vbh,6vbhd,6vbhd8
2599000004,4,61,1396604704000004,1,1,18,DESSECAÇÃO PARA COLHEITA,herbicida,2025-12-29,96,1,36,6,6vbh,6vbhd,6vbhd8
2586000004,4,61,1396604706000004,1,1,2,PLANTIO DE SOJA COM BIOLOGICO,plantio,2024-10-14,0,42,38,6,6vbh,6vbh4,6vbh4j
2562000004,4,61,1396604706000004,1,1,2,FUNGICIDA,fungicida,2024-11-05,22,45,38,6,6vbh,6vbh4,6vbh4j
2562000004,4,61,1396604706000004,1,1,2,FUNGICIDA,fungicida,2024-11-08,25,45,38,6,6vbh,6vbh4,6vbh4j
2562000004,4,61,1396604706000004,1,1,2,FUNGICIDA,fungicida,2024-11-16,33,46,38,6,6vbh,6vbh4,6vbh4j
2562000004,4,61,1396604706000004,1,1,2,FUNGICIDA,fungicida,2024-11-30,47,48,38,6,6vbh,6vbh4,6vbh4j
2562000004,4,61,1396604706000004,1,1,2,FUNGICIDA,fungicida,2024-12-14,61,50,38,6,6vbh,6vbh4,6vbh4j
2566000004,4,61,1396604706000004,1,1,2,INSETICIDA,inseticida,2025-01-08,86,2,38,6,6vbh,6vbh4,6vbh4j
